Line Number	Verse Reference	Word	Full Line
14825	ΠΑΡΑΛΕΙΠΟΜΕΝΩΝ Β 35:19a	καρησὶμ	\vs{19a}καὶ τοὺς ἐγγαστριμύθους καὶ τοὺς γνώστας καὶ τὰ θεραφὶν καὶ τὰ εἴδωλα καὶ τὰ καρησὶμ ἃ ἦν ἐν γῇ Ἰούδα καὶ ἐν Ἱερουσαλὴμ, ἐνεπύρισεν ὁ βασιλεὺς Ἰωσίας, ἵνα στήσῃ τοὺς λόγους τοῦ νόμου τοὺς γεγραμμένους ἐπὶ τοῦ βιβλίου οὗ εὗρε Χελκίας ὁ ἱερεὺς ἐν τῷ οἴκῳ Κυρίου·
14890	ΕΣΔΡΑΣ 1:4	καταλιπόμενος	\vs{4}Καὶ πᾶς ὁ καταλιπόμενος ἀπὸ πάντων τῶν τόπων οὗ αὐτὸς παροικεῖ ἐκεῖ, καὶ λήψονται αὐτὸν ἄνδρες τοῦ τόπου αὐτοῦ ἐν ἀργυρίῳ, καὶ χρυσίῳ, καὶ ἀποσκευῇ, καὶ κτήνεσι μετὰ τοῦ ἑκουσίου εἰς οἶκον τοῦ Θεοῦ τὸν ἐν Ἱερουσαλήμ.
14933	ΕΣΔΡΑΣ 2:17	Βασσοῦ	\vs{17}Υἱοὶ Βασσοῦ, τριακόσιοι εἰκοσιτρεῖς.
14951	ΕΣΔΡΑΣ 2:26	εἰκοσιεῖς	\vs{26}Υἱοὶ τῆς Ῥαμὰ καὶ Γαβαὰ, ἑξακόσιοι εἰκοσιεῖς.
15041	ΕΣΔΡΑΣ 4:6	Ἀσσουήρου	\vs{6}Καὶ ἐν βασιλείᾳ Ἀσσουήρου, καὶ ἐν ἀρχῇ βασιλείας αὐτοῦ ἔγραψαν ἐπιστολὴν ἐπὶ οἰκοῦντας Ἰούδα καὶ Ἱερουσαλήμ.
15044	ΕΣΔΡΑΣ 4:9	Ταρφαλαῖοι	\vs{9}Τάδε ἔκρινε Ῥεοὺμ βαλτὰμ καὶ Σαμψὰ ὁ γραμματεὺς καὶ οἱ κατάλοιποι σύνδουλοι ἡμῶν, Δειναῖοι, Ἀφαρσαθαχαῖοι, Ταρφαλαῖοι, Ἀφαρσαῖοι, Ἀρχυαῖοι, Βαβυλώνιοι, Σουσαναχαῖοι, Δαυαῖοι,
15078	ΕΣΔΡΑΣ 5:12	Ἀφότε	\vs{12}Ἀφότε δὲ παρώργισαν οἱ πατέρες ἡμῶν τὸν Θεὸν τοῦ οὐρανοῦ, ἔδωκεν αὐτοὺς εἰς χεῖρας Ναβουχοδονόσορ βασιλέως Βαβυλῶνος τοῦ Χαλδαίου, καὶ τὸν οἴκον τοῦτον κατέλυσε, καὶ τὸν λαὸν ἀπῴκισεν εἰς Βαβυλῶνα.
15132	ΕΣΔΡΑΣ 7:15	ἑκουσιάσθησαν	\vs{15}Καὶ εἰς οἶκον Κυρίου, ἀργύριον καὶ χρυσίον, ὃ ὁ βασιλεὺς καὶ οἱ σύμβουλοι ἑκουσιάσθησαν τῷ Θεῷ τοῦ Ἰσραὴλ τῷ ἐν Ἱερουσαλὴμ κατασκηνοῦντι.
15141	ΕΣΔΡΑΣ 7:23	μήτις	\vs{23}Πᾶν ὅ ἐστιν ἐν γνώμῃ Θεοῦ τοῦ οὐρανοῦ, γινέσθω· προσέχετε μήτις ἐπιχειρήσῃ εἰς τὸν οἶκον Θεοῦ τοῦ οὐρανοῦ, μή ποτε γένηται ὀργὴ ἐπὶ τὴν βασιλείαν τοῦ βασιλέως καὶ τῶν υἱῶν αὐτοῦ.
15230	ΕΣΔΡΑΣ 10:15	Μεσουλλὰμ	\vs{15}Πλὴν Ἰωνάθαν υἱὸς Ἀσὴλ, καὶ Ἰαζίας υἱὸς Θεκωὲ μετʼ ἐμοῦ περὶ τούτου· καὶ Μεσουλλὰμ, καὶ Σαββαθαῒ ὁ Λευίτης βοηθῶν αὐτοῖς.
15245	ΕΣΔΡΑΣ 10:28	Θαλί	\vs{28}Καὶ ἀπὸ υἱῶν Βαβεῒ, Ἰωανὰν, Ἀνανία, καὶ Ζαβοὺ, καὶ Θαλί.
15253	ΕΣΔΡΑΣ 10:36	Ἐλιασὶφ	\vs{36}Οὐουανία, Μαριμὼθ, Ἐλιασὶφ,
15319	ΝΕΕΜΙΑΣ 3:6	Ἰωϊδὰ	\vs{6}Καὶ τὴν πύλην ἰασαναῒ ἐκράτησαν Ἰωϊδὰ υἱὸς Φασὲκ, καὶ Μεσουλὰμ υἱὸς Βασωδία· αὐτοὶ ἐστέγασαν αὐτὴν, καὶ ἔστησαν θύρας αὐτῆς καὶ κλεῖθρα αὐτῆς καὶ μοχλοὺς αὐτῆς.
15323	ΝΕΕΜΙΑΣ 3:10	Ἀττοὺθ	\vs{10}Καὶ ἐπὶ χεῖρα αὐτῶν ἐκράτησεν Ἰεδαΐα υἱὸς Ἑρωμὰφ, καὶ κατέναντι οἰκίας αὐτοῦ· καὶ ἐπὶ χεῖρα αὐτοῦ ἐκράτησεν Ἀττοὺθ υἱὸς Ἀσαβανία.
15324	ΝΕΕΜΙΑΣ 3:11	θανουρίμ	\vs{11}Καὶ δεύτερος ἐκράτησε Μελχίας υἱὸς Ἡρὰμ, καὶ Ἀσοὺβ υἱὸς Φαὰτ Μωὰβ, καὶ ἕως πύργου τῶν θανουρίμ.
15325	ΝΕΕΜΙΑΣ 3:12	Σαλλοὺμ	\vs{12}Καὶ ἐπὶ χεῖρα αὐτοῦ ἐκράτησε Σαλλοὺμ υἱὸς Ἀλλωῆς, ἄρχων ἡμίσους περιχώρου Ἱερουσαλὴμ, αὐτὸς καὶ αἱ θυγατέρες αὐτοῦ.
15334	ΝΕΕΜΙΑΣ 3:18	Βενεῒ	\vs{18}Καὶ μετʼ αὐτὸν ἐκράτησαν ἀδελφοὶ αὐτῶν Βενεῒ υἱὸς Ἠναδὰδ, ἄρχων ἡμίσους περιχώρου Κεϊλά.
15335	ΝΕΕΜΙΑΣ 3:19	Μασφαὶ	\vs{19}Καὶ ἐκράτησεν ἐπὶ χεῖρα αὐτοῦ Ἀζοὺρ υἱὸς Ἰησοῦ, ἄρχων τοῦ Μασφαὶ, μέτρον δεύτερον πύργου ἀναβάσεως τῆς συναπτούσης τῆς γωνίας.
15495	ΝΕΕΜΙΑΣ 7:34	Ἠλαμαὰρ	\vs{34}Ἄνδρες Ἠλαμαὰρ, χίλιοι διακόσιοι πεντηκονταδύο.
15501	ΝΕΕΜΙΑΣ 7:37	Λοδαδὶδ	\vs{37}γἱοὶ Λοδαδὶδ καὶ Ὠνὼ, ἑπτακόσιοι εἰκοσιεῖς.
15501	ΝΕΕΜΙΑΣ 7:37	εἰκοσιεῖς	\vs{37}γἱοὶ Λοδαδὶδ καὶ Ὠνὼ, ἑπτακόσιοι εἰκοσιεῖς.
15525	ΝΕΕΜΙΑΣ 7:52	Νεφωσασὶ	\vs{52}υἱοὶ Βησὶ, υἱοὶ Μεϊνὼν, υἱοὶ Νεφωσασὶ,
15527	ΝΕΕΜΙΑΣ 7:54	Μιδὰ	\vs{54}υἱοὶ Βασαλὼθ, υἱοὶ Μιδὰ, υἱοὶ Ἀδασὰν,
15532	ΝΕΕΜΙΑΣ 7:59	Ἐττὴλ	\vs{59}υἱοὶ Σαφατία, υἱοὶ Ἐττὴλ, υἱοὶ Φακαρὰθ, υἱοὶ Σαβαῒμ, υἱοὶ Ἠμίμ.
15594	ΝΕΕΜΙΑΣ 9:15	σιτοδοτίαν	\vs{15}Καὶ ἄρτον ἐξ οὐρανοῦ ἔδωκας αὐτοῖς εἰς σιτοδοτίαν αὐτῶν, καὶ ὕδωρ ἐκ πέτρας ἐξήνεγκας αὐτοῖς εἰς δίψαν αὐτῶν· καὶ εἶπας αὐτοῖς εἰσελθεῖν κληρονομῆσαι τὴν γῆν ἐφʼ ἣν ἐξέτεινας τὴν χεῖρά σου δοῦναι αὐτοῖς.
15614	ΝΕΕΜΙΑΣ 9:30	ἐνωτίσαντο	\vs{30}Καὶ εἵλκυσας ἐπʼ αὐτοὺς ἔτη πολλὰ, καὶ ἐπεμαρτύρω αὐτοῖς ἐν πνεύματί σου ἐν χειρὶ προφητῶν σου, καὶ οὐκ ἐνωτίσαντο, καὶ ἔδωκας αὐτοὺς ἐν χειρὶ λαῶν τῆς γῆς.
15632	ΝΕΕΜΙΑΣ 10:7	Γανναθὼν	\vs{7}Δανιὴλ, Γανναθὼν, Βαροὺχ,
15638	ΝΕΕΜΙΑΣ 10:12	Φελία	\vs{12}Φελία, Ανὰν, Μιχὰ, Ῥοὼβ,
15648	ΝΕΕΜΙΑΣ 10:21	Μεσουλλὰμ	\vs{21}Μεγαφὴς, Μεσουλλὰμ, Ἠζὶρ,
15653	ΝΕΕΜΙΑΣ 10:26	Ἐσσαβανὰ	\vs{26}Ῥεοὺμ, Ἐσσαβανὰ, Μαασία,
15681	ΝΕΕΜΙΑΣ 11:7	Ἐθιὴλ	\vs{7}Καὶ οὗτοι υἱοὶ Βενιαμὶν, Σηλὼ υἱὸς Μεσουλὰμ, υἱὸς Ἰωὰδ, υἱὸς Φαδαΐα, υἱὸς Κωλεΐα, υἱὸς Μαασίου, υἱὸς Ἐθιὴλ, υἱὸς Ἰεσία,
15682	ΝΕΕΜΙΑΣ 11:8	Γηβὲ	\vs{8}καὶ ὀπίσω αὐτοῦ Γηβὲ, Σηλὶ, ἐννακόσιοι εἰκοσιοκτώ.
15724	ΝΕΕΜΙΑΣ 12:17	Σεμία	\vs{17}Τῷ Ἀβιὰ, Ζεχρί· τῷ Μιαμὶν, Μααδαί· τῷ Φελετὶ, τῷ βαλγὰς, Σαμουέ· τῷ Σεμία, Ἰωνάθαν·
15794	ΝΕΕΜΙΑΣ 13:27	ἀκουσώμεθα	\vs{27}Καὶ ὑμῶν μὴ ἀκουσώμεθα ποιῆσαι πᾶσαν πονηρίαν ταύτην, ἀσυνθετῆσαι ἐν τῷ Θεῷ ἡμῶν, καθίσαι γυναῖκας ἀλλοτρίας.
15882	ΕΣΘΗΡ 2:22	ἐνεφάνησε	\vs{22}Καὶ ἐδηλώθη Μαρδοχαίῳ ὁ λόγος, καὶ ἐσήμανεν Ἐσθήρ, καὶ αὐτὴ ἐνεφάνησε τῷ βασιλεῖ τὰ τῆς ἐπιβουλῆς.
15908	ΕΣΘΗΡ 3:13f	ὁλοριζὶ	\vs{13f}προστετάχαμεν οὖν τοὺς σημαινομένους ὑμῖν ἐν τοῖς γεγραμμένοις ὑπὸ Ἀμὰν τοῦ τεταγμένου ἐπὶ τῶν πραγμάτων, καὶ δευτέρου πατρὸς ἡμῶν, πάντας σὺν γυναιξὶ καὶ τέκνοις ἀπολέσαι ὁλοριζὶ, ταῖς τῶν ἐχθρῶν μαχαίραις, ἄνευ παντὸς οἴκτου καὶ φειδοῦς, τῇ τεσσαρεσκαιδεκάτῃ τοῦ δωδεκάτου μηνὸς Ἄδαρ, τοῦ ἐνεστῶτος ἔτους,
15938	ΕΣΘΗΡ 4:17d	ὑπερηφανείᾳ	\vs{17d}Σὺ πάντα γινώσκεις· σὺ οἶδας, Κύριε, ὅτι οὐκ ἐν ὕβρει, οὐδὲ ἐν ὑπερηφανείᾳ, οὐδὲ ἐν φιλοδοξίᾳ ἐποίησα τοῦτο, τὸ μὴ προσκυνεῖν τὸν ὑπερήφανον Ἀμάν. Ὅτι ηὐδόκουν φιλεῖν πέλματα ποδῶν αὐτοῦ πρὸς σωτηρίαν Ἰσραήλ.
15939	ΕΣΘΗΡ 4:17e	ὑπερηφανείᾳ	\vs{17e}Ἀλλʼ ἐποίησα τοῦτο, ἵνα μὴ θῶ δόξαν ἀνθρώπου ὑπεράνω δόξης Θεοῦ· καὶ οὐ προσκυνήσω οὐδένα, πλὴν σοῦ τοῦ κυρίου μου, καὶ οὐ ποιήσω αὐτὰ ἐν ὑπερηφανείᾳ.
15965	ΕΣΘΗΡ 5:1	περιεβάλλετο	Καὶ ἐγενήθη ἐν τῇ ἡμέρᾳ τῇ τρίτῃ ὡς ἐπαύσατο προσευχομένη, ἐξεδύσατο τὰ ἱμάτια τῆς θεραπείας, καὶ περιεβάλλετο τὴν δόξαν αὐτῆς.
16188	ΙΩΒ 2:11	Σαυχέων	\vs{11}Ἀκούσαντες δὲ οἱ τρεῖς φίλοι αὐτοῦ τὰ κακὰ πάντα τὰ ἐπελθόντα αὐτῷ, παρεγένοντο ἕκαστος ἐκ τῆς ἰδίας χώρας πρὸς αὐτόν· Ἐλιφὰζ ὁ Θαιμανῶν βασιλεὺς, Βαλδὰδ ὁ Σαυχέων τύραννος, Σωφὰρ Μιναίων βασιλεύς· καὶ παρεγένοντο πρὸς αὐτὸν ὁμοθυμαδὸν, τοῦ παρακαλέσαι καὶ ἐπισκέψασθαι αὐτόν.
16208	ΙΩΒ 3:14	ἐγαυριῶντο	\vs{14}Νῦν ἂν κοιμηθεὶς ἡσύχασα, ὑπνώσας δὲ ἀνεπαυσάμην μετὰ βασιλέων βουλευτῶν γῆς οἳ ἐγαυριῶντο ἐπὶ ξίφεσιν,
16345	ΙΩΒ 8:2	πολυῤῥῆμον	\vs{2}Μέχρι τίνος λαλήσεις ταῦτα, πνεῦμα πολυῤῥῆμον τοῦ στόματός σου;
16553	ΙΩΒ 14:17	βαλαντίῳ	\vs{17}Ἐσφράγισας δέ μου τὰς ἀνομίας ἐν βαλαντίῳ, ἐπεσημῄνω δὲ εἴτι ἄκων παρέβην.
16553	ΙΩΒ 14:17	εἴτι	\vs{17}Ἐσφράγισας δέ μου τὰς ἀνομίας ἐν βαλαντίῳ, ἐπεσημῄνω δὲ εἴτι ἄκων παρέβην.
16639	ΙΩΒ 17:6	θρύλλημα	\vs{6}Ἔθου δέ με θρύλλημα ἐν ἔθνεσι, γέλως δὲ αὐτοῖς ἀπέβην.
16707	ΙΩΒ 19:25	ἀένναός	\vs{25}Οἶδα γὰρ ὅτι ἀένναός ἐστιν ὁ ἐκλύειν με μέλλων,
16866	ΙΩΒ 24:12	ἐξεβάλοντο	\vs{12}Οἳ ἐκ πόλεως καὶ οἴκων ἰδίων ἐξεβάλοντο, ψυχὴ δὲ νηπίων ἐστέναξε μέγα.
16870	ΙΩΒ 24:15	προνοήσει	\vs{15}Καὶ ὀφθαλμὸς μοιχοῦ ἐφύλαξε σκότος, λέγων, οὐ προνοήσει με ὀφθαλμὸς, καὶ ἀποκρυβὴν προσώπου ἔθετο.
17007	ΙΩΒ 30:4	ἐμασσῶντο	\vs{4}Οἱ περικυκλοῦντες ἄλιμα ἐπὶ ἠχοῦντι, οἵτινες ἄλιμα ἦν αὐτῶν τὰ σῖτα, ἄτιμοι δὲ καὶ πεφαυλισμένοι, ἐνδεεῖς παντὸς ἀγαθοῦ, οἳ καὶ ῥὶζας ξύλων ἐμασσῶντο ὑπὸ λιμοῦ μεγάλου.
17013	ΙΩΒ 30:9	θρύλλημα	\vs{9}Νυνὶ δὲ κιθάρα ἐγώ εἰμι αὐτῶν, καὶ ἐμὲ θρύλλημα ἔχουσιν.
17081	ΙΩΒ 31:37	χρεωφειλέτου	\vs{37}καὶ εἰ μὴ ῥῆξας αὐτὴν ἀπέδωκα, οὐθὲν λαβὼν παρὰ χρεωφειλέτου·
17195	ΙΩΒ 34:32	εἰργασάμην	\vs{32}Ἄνευ ἐμαυτοῦ ὄψομαι· σὺ δεῖξόν μοι, εἰ ἀδικίαν εἰργασάμην, οὐ μὴ προσθήσω.
17360	ΙΩΒ 39:13	νεέλασσα	\vs{13}Πτέρυξ τερπομένων νεέλασσα, ἐὰν συλλάβῃ ἁσίδα καὶ νέσσα·
17411	ΙΩΒ 40:26	ψελλίῳ	\vs{26}Ἤ δήσεις κρίκον ἐν τῷ μυκτῆρι αὐτοῦ, ψελλίῳ δὲ τρυπήσεις τὸ χεῖλος αὐτοῦ;
17452	ΙΩΒ 42:3	ἐπιστάμην	\vs{3}Τίς γάρ ἐστιν ὁ κρύπτων σε βουλήν; φειδόμενος δὲ ῥημάτων, καὶ σὲ οἴεται κρύπτειν; τίς δὲ ἀναγγελεῖ μοι ἃ οὐκ ᾔδειν, μεγάλα καὶ θαυμαστὰ ἃ οὐκ ἐπιστάμην;
17664	ΨΑΛΜΟΙ 11:4	μεγαλοῤῥήμονα	\vs{4}Ἐξολοθρεύσαι Κύριος πάντα τὰ χείλη τὰ δόλια, καὶ γλῶσσαν μεγαλοῤῥήμονα·
17730	ΨΑΛΜΟΙ 16:11	Ἐκβαλόντες	\vs{11}Ἐκβαλόντες με νυνὶ περιεκύκλωσάν με, τοὺς ὀφθαλμοὺς αὐτὼν ἔθεντο ἐκκλῖναι ἐν τῇ γῇ.
17780	ΨΑΛΜΟΙ 17:38	ἐκλείπωσιν	\vs{38}Καταδιώξω τοὺς ἐχθρούς μου, καὶ καταλήψομαι αὐτοὺς, καὶ οὐκ ἀποστραφήσομαι, ἕως ἂν ἐκλείπωσιν.
18201	ΨΑΛΜΟΙ 36:24	καταῤῥαχθήσεται	\vs{24}Ὅταν πέσῃ οὐ καταῤῥαχθήσεται, ὅτι Κύριος ἀντιστηρίζει χεῖρα αὐτοῦ.
18213	ΨΑΛΜΟΙ 36:34	ἐξολοθρεύεσθαι	\vs{34}Ὑπόμεινον τὸν Κύριον, καὶ φύλαξον τὴν ὁδὸν αὐτοῦ, καὶ ὑψώσει σε τοῦ κατακληρονομῆσαι τὴν γῆν· ἐν τῷ ἐξολοθρεύεσθαι ἁμαρτωλοὺς, ὄψει.
18423	ΨΑΛΜΟΙ 47:3	Εὐρίζων	\vs{3}Εὐρίζων, ἀγαλλιάματι πάσης τῆς γῆς, ὄρη Σιὼν τὰ πλευρὰ τοῦ βοῤῥᾶ, ἡ πόλις τοῦ βασιλέως τοῦ μεγάλου.
18687	ΨΑΛΜΟΙ 60:3	ὁδήγησάς	\vs{3}Ἀπὸ τῶν περάτων τῆς γῆς πρὸς σὲ ἐκέκραξα, ἐν τῷ ἀκηδιάσαι τὴν καρδίαν μου, ἐν πέτρᾳ ὕψωσάς με, ὁδήγησάς με,
18987	ΨΑΛΜΟΙ 73:1	ἀπόσω	Ἱνατί ἀπόσω ὁ Θεὸς εἰς τέλος; ὠργίσθη ὁ θυμός σου ἐπὶ πρόβατα νομῆς σου;
19510	ΨΑΛΜΟΙ 93:17	παραβραχὺ	\vs{17}Εἰ μὴ ὅτι Κύριος ἐβοήθησέ μοι, παραβραχὺ παρῴκησε τῷ ᾅδῃ ἡ ψυχή μου.
19610	ΨΑΛΜΟΙ 100:3	μοικαρδία	\vs{3}Οὐ προεθέμην πρὸ ὀφθαλμῶν μου πρᾶγμα παράνομον, ποιοῦντας παραβάσεις ἐμίσησα· οὐκ ἐκολλήθη μοικαρδία σκαμβὴ,
19666	ΨΑΛΜΟΙ 102:12	Καθόσον	\vs{12}Καθόσον ἀπέχουσιν ἀνατολαὶ ἀπὸ δυσμῶν, ἐμάκρυνεν ἀφʼ ἡμῶν τὰς ἀνομίας ἡμῶν.
19722	ΨΑΛΜΟΙ 103:35	Ἐκλείποισαν	\vs{35}Ἐκλείποισαν ἁμαρτωλοὶ ἀπὸ τῆς γῆς, καὶ ἄνομοι, ὥστε μὴ ὑπάρχειν αὐτούς· εὐλόγει, ἡ ψυχή μου τὸν Κύριον.
19976	ΨΑΛΜΟΙ 111:5	οἰκτείρων	\vs{5}Χρηστὸς ἀνὴρ ὁ οἰκτείρων καὶ κιχρῶν, οἰκονομήσει τοὺς λόγους αὐτοῦ ἐν κρίσει,
20263	ΨΑΛΜΟΙ 118:143	ἀνάγκαι	\vs{143}Θλίψεις καὶ ἀνάγκαι εὕροσάν με, ἐντολαί σου μελέτη μου.
20433	ΨΑΛΜΟΙ 131:7	Εἰσελευσώμεθα	\vs{7}Εἰσελευσώμεθα εἰς τὰ σκηνώματα αὐτοῦ· προσκυνήσωμεν εἰς τὸν τόπον οὗ ἔστησαν οἱ πόδες αὐτοῦ.
20542	ΨΑΛΜΟΙ 137:6	ἀπομακρόθεν	\vs{6}Ὅτι ὑψηλὸς Κύριος, καὶ τὰ ταπεινὰ ἐφορᾷ, καὶ τὰ ὑψηλὰ ἀπομακρόθεν γινώσκει.
20606	ΨΑΛΜΟΙ 140:10	καταμόνας	\vs{10}Πεσοῦνται ἐν ἀμφιβλήστρῳ αὐτοῦ ἁμαρτωλοὶ, καταμόνας εἰμὶ ἐγὼ ἕως οὗ ἂν παρέλθω.
20798	ΠΑΡΟΙΜΙΑΙ ΣΑΛΩΜΩΝΤΟΣ 1:14	βαλάντιον	\vs{14}Τὸν δὲ σὸν κλῆρον βάλε ἐν ἡμῖν, κοινὸν δὲ βαλάντιον κτησώμεθα πάντες, καὶ μαρσίππιον ἓν γενηθήτω ἡμῖν·
20806	ΠΑΡΟΙΜΙΑΙ ΣΑΛΩΜΩΝΤΟΣ 1:22	ἔχονται	\vs{22}ὅσον ἂν χρόνον ἄκακοι ἔχονται τῆς δικαιοσύνης, οὐκ αἰσχυνθήσονται· οἱ δὲ ἄφρονες τῆς ὕβρεως ὄντες ἐπιθυμηταί, ἀσεβεῖς γενόμενοι ἐμίσησαν αἴσθησιν,
20841	ΠΑΡΟΙΜΙΑΙ ΣΑΛΩΜΩΝΤΟΣ 2:17	ἀπολιποῦσα	\vs{17}Ἡ ἀπολιποῦσα διδασκαλίαν νεότητος, καὶ διαθήκην θείαν ἐπιλελησμένη.
20851	ΠΑΡΟΙΜΙΑΙ ΣΑΛΩΜΩΝΤΟΣ 3:3	ἐκλειπέτωσάν	\vs{3}Ἐλεημοσύναι καὶ πίστεις μὴ ἐκλειπέτωσάν σε· ἄφαψαι δὲ αὐτὰς ἐπὶ σῷ τραχήλῳ, καὶ εὑρήσεις χάριν·
21184	ΠΑΡΟΙΜΙΑΙ ΣΑΛΩΜΩΝΤΟΣ 11:26	ὑπολείποιτο	\vs{26}Ὁ συνέχων σῖτον ὑπολείποιτο αὐτὸν τοῖς ἔθνεσιν· εὐλογία δὲ εἰς κεφαλὴν τοῦ μεταδιδόντος.
21344	ΠΑΡΟΙΜΙΑΙ ΣΑΛΩΜΩΝΤΟΣ 15:29a	λῆψις	\vs{29a}κρείσσων ὀλίγη λῆψις μετὰ δικαιοσύνης, ἢ πολλὰ γεννήματα μετὰ ἀδικίας.
21553	ΠΑΡΟΙΜΙΑΙ ΣΑΛΩΜΩΝΤΟΣ 22:7	δανειοῦσιν	\vs{7}Πλούσιοι πτωχῶν ἄρξουσι, καὶ οἰκέται ἰδίοις δεσπόταις δανειοῦσιν.
21583	ΠΑΡΟΙΜΙΑΙ ΣΑΛΩΜΩΝΤΟΣ 22:27	ἀποτίσῃς	\vs{27}Ἐὰν γὰρ μὴ ἔχῃ πόθεν ἀποτίσῃς, λήψονται τὸ στρῶμα τὸ ὑπὸ τὰς πλευράς σου.
21894	ΠΑΡΟΙΜΙΑΙ ΣΑΛΩΜΩΝΤΟΣ 29:13	χρεωφειλέτου	\vs{13}Δανιστοῦ καὶ χρεωφειλέτου ἀλλήλοις συνελθόντων, ἐπισκοπὴν ἀμφοτέρων ποιεῖται ὁ Κύριος.
22089	ΕΚΚΛΗΣΙΑΣΤΗΣ 6:9	ὑπερπορευόμενον	\vs{9}Ἀγαθὸν ὅραμα ὀφθαλμῶν ὑπερπορευόμενον ψυχῇ· καί γε τοῦτο ματαιότης καὶ προαίρεσις πνεύματος.
22360	ΑΣΜΑ 5:11	κεφὰζ	\vs{11}Κεφαλὴ αὐτοῦ χρυσίον κεφὰζ, βόστρυχοι αὐτοῦ ἐλάται, μέλανες ὡς κόραξ.
22391	ΑΣΜΑ 7:3	θημωνία	\vs{3}Ὀμφαλός σου κρατὴρ τορευτὸς, μὴ ὑστερούμενος κράμα· κοιλία σου θημωνία σίτου πεφραγμένη ἐν κρίνοις.
22598	ΗΣΑΙΑΣ 7:1	Ῥασὶν	Καὶ ἐγένετο ἐν ταῖς ἡμέραις Ἄχαζ τοῦ Ἰωάθαμ τοῦ υἱοῦ Ὀζίου βασιλέως Ἰούδα, ἀνέβη Ῥασὶν βασιλεὺς Ἀραμ, καὶ Φακεὲ υἱὸς Ῥομελίου βασιλεὺς Ἰσραὴλ ἐπὶ Ἱερουσαλὴμ πολεμῆσαι αὐτὴν, καὶ οὐκ ἠδυνήθησαν πολιορκῆσαι αὐτήν.
22625	ΗΣΑΙΑΣ 7:25	ἠροτριωμένον	\vs{25}καὶ πᾶν ὄρος ἠροτριωμένον ἀροτριωθήσεται· οὐ μὴ ἐπέλθῃ ἐκεῖ φόβος· ἔσται γὰρ ἀπὸ τῆς χέρσου καὶ ἀκάνθης εἰς βόσκημα προβάτου, καὶ καταπάτημα βοός.
22719	ΗΣΑΙΑΣ 10:30	Γαλλεὶμ	\vs{30}ἡ θυγάτηρ Γαλλεὶμ, ἐπακούσεται Λαϊσα, ἐπακούσεται ἐν Ἀναθώθ.
22739	ΗΣΑΙΑΣ 11:11	Ἐλαμιτῶν	\vs{11}Καὶ ἔσται τῇ ἡμέρᾳ ἐκείνῃ, προσθήσει ὁ Κύριος τοῦ δεῖξαι τὴν χεῖρα αὐτοῦ, τοῦ ζηλῶσαι τὸ καταλειφθὲν ὑπόλοιπον τοῦ λαοῦ, ὃ ἂν καταλειφθῇ ὑπὸ τῶν Ἀσσυρίων, καὶ ἀπὸ Αἰγύπτου, καὶ ἀπὸ Βαβυλωνίας, καὶ ἀπὸ Αἰθιοπίας, καὶ ἀπὸ Ἐλαμιτῶν, καὶ ἀπὸ ἡλίου ἀνατολῶν, καὶ ἐξ Ἀραβίας.
22783	ΗΣΑΙΑΣ 14:1	γειώρας	Καὶ ἐλεήσει Κύριος τὸν Ἰακὼβ, καὶ ἐκλέξεται ἔτι τὸν Ἰσραὴλ, καὶ ἀναπαύσονται ἐπὶ τῆς γῆς αὐτῶν, καὶ ὁ γειώρας προστεθήσεται πρὸς αὐτοὺς, καὶ προστεθήσεται πρὸς τὸν οἶκον Ἰακώβ·
22906	ΗΣΑΙΑΣ 19:18	Χαναανίτιδι	\vs{18}Τῇ ἡμέρᾳ ἐκείνῃ ἔσονται πέντε πόλεις ἐν Αἰγύπτῳ λαλοῦσαι τῇ γλώσσῃ τῇ Χαναανίτιδι, καὶ ὀμνῦντες τῷ ὀνόματι Κυρίου σαβαώθ· πόλις ἀσεδὲκ κληθήσεται ἡ μία πόλις.
22927	ΗΣΑΙΑΣ 21:2	Ἐλαμῖται	\vs{2}τὸ ὅραμα, καὶ σκληρὸν ἀνηγγέλη μοι· ὁ ἀθετῶν ἀθετεῖ, ὁ ἀνομῶν ἀνομεῖ· ἐπʼ ἐμοὶ οἱ Ἐλαμῖται, καὶ οἱ πρέσβεις τῶν Περσῶν ἐπʼ ἐμὲ ἔρχονται· νῦν στενάξω καὶ παρακαλέσω ἐμαυτόν.
22963	ΗΣΑΙΑΣ 22:13	λέγονες	\vs{13}αὐτοὶ δὲ ἐποιήσαντο εὐφροσύνην καὶ ἀγαλλίαμα, σφάζοντες μόσχους, καὶ θύοντες πρόβατα, ὥστε φαγεῖν κρέατα, καὶ πιεῖν οἶνον, λέγονες, φάγωμεν καὶ πίωμεν, αὔριον γὰρ ἀποθνήσκομεν.
23014	ΗΣΑΙΑΣ 24:11	Ὀλολύζεται	\vs{11}Ὀλολύζεται περὶ τοῦ οἴνου πανταχῇ, πέπαυται πᾶσα εὐφροσύνη τῆς γῆς, ἀπῆλθε πᾶσα εὐφροσύνη τῆς γῆς.
