Line Number	Verse Reference	Word	Is Name?	Is Number?	Likely Typo?	Closest Match	Similarity	Verse Match?	Area Match?	Legitimate Variation?	Full Line
17537	ΨΑΛΜΟΙ 5:4	τοπρωῒ	No	No	No	τὸ πρωὶ	1.00	Yes	No	Yes	\vs{4}τοπρωῒ εἰσακούσῃ τῆς φωνῆς μου· τοπρωῒ παραστήσομαί σοι, καὶ ἐπόψομαι.
17537	ΨΑΛΜΟΙ 5:4	τοπρωῒ	No	No	No	τὸ πρωὶ	1.00	Yes	No	Yes	\vs{4}τοπρωῒ εἰσακούσῃ τῆς φωνῆς μου· τοπρωῒ παραστήσομαί σοι, καὶ ἐπόψομαι.
17621	ΨΑΛΜΟΙ 9:16	συνελήφθη	No	No	No	συνελήμφθη	1.00	Yes	No	Yes	\vs{16}Ἐνεπάγησαν ἔθνη ἐν διαφθορᾷ ᾗ ἐποίησαν· ἐν παγίδι ταύτῃ ᾗ ἔκρυψαν συνελήφθη ὁ ποὺς αὐτῶν.
17622	ΨΑΛΜΟΙ 9:17	συνελήφθη	No	No	No	συνελήμφθη	1.00	Yes	No	Yes	\vs{17}Γινώσκεται Κύριος κρίματα ποιῶν, ἐν τοῖς ἔργοις τῶν χειρῶν αὐτοῦ συνελήφθη ὁ ἁμαρτωλός· ᾠδὴ διαψάλματος.
17664	ΨΑΛΜΟΙ 11:4	μεγαλοῤῥήμονα	No	No	No	μεγαλορήμονα	1.00	Yes	No	Yes	\vs{4}Ἐξολοθρεύσαι Κύριος πάντα τὰ χείλη τὰ δόλια, καὶ γλῶσσαν μεγαλοῤῥήμονα·
17712	ΨΑΛΜΟΙ 15:8	διαπαντὸς	No	No	No	διὰ παντός	1.00	Yes	No	Yes	\vs{8}Προωρώμην τὸν Κύριον ἐνώπιόν μου διαπαντὸς, ὅτι ἐκ δεξιῶν μου ἐστὶν ἵνα μὴ σαλευθῶ.
17730	ΨΑΛΜΟΙ 16:11	Ἐκβαλόντες	Yes	No	No	ἐκβάλλοντές	1.00	Yes	No	Yes	\vs{11}Ἐκβαλόντες με νυνὶ περιεκύκλωσάν με, τοὺς ὀφθαλμοὺς αὐτὼν ἔθεντο ἐκκλῖναι ἐν τῇ γῇ.
17780	ΨΑΛΜΟΙ 17:38	ἐκλείπωσιν	No	No	No	ἐκλίπωσιν	1.00	Yes	No	Yes	\vs{38}Καταδιώξω τοὺς ἐχθρούς μου, καὶ καταλήψομαι αὐτοὺς, καὶ οὐκ ἀποστραφήσομαι, ἕως ἂν ἐκλείπωσιν.
17783	ΨΑΛΜΟΙ 17:41	ἐξωλόθρευσας	No	No	No	ἐξωλέθρευσας	1.00	Yes	No	Yes	\vs{41}Καὶ τοὺς ἐχθρούς μου ἔδωκάς μοι νῶτον, καὶ τοὺς μισοῦντάς με ἐξωλόθρευσας.
17813	ΨΑΛΜΟΙ 18:15	διαπαντός	No	No	No	διὰ παντός	1.00	Yes	No	Yes	\vs{15}Καὶ ἔσονται εἰς εὐδοκίαν τὸ λόγια τοῦ στόματός μου, καὶ ἡ μελέτη τῆς καρδίας μου ἐνώπιόν σου διαπαντός· Κύριε βοηθέ μου, καὶ λυτρωτά μου.
17912	ΨΑΛΜΟΙ 24:3	διακενῆς	No	No	No	διὰ κενῆς	1.00	Yes	No	Yes	\vs{3}καὶ γὰρ πάντες οἱ ὑπομένοντές σε οὐ μὴ καταισχυνθῶσιν· αἰσχυνθήτωσαν οἱ ἀνομοῦντες διακενῆς.
17926	ΨΑΛΜΟΙ 24:15	διαπαντὸς	No	No	No	διὰ παντὸς	1.00	Yes	No	Yes	\vs{15}Οἱ ὀφθαλμοί μου διαπαντὸς πρὸς τὸν Κύριον, ὅτι αὐτὸς ἐκσπάσει ἐκ παγίδος τοὺς πόδας μου.
18006	ΨΑΛΜΟΙ 29:6	τοεσπέρας	No	No	No	τὸ ἑσπέρας	1.00	Yes	No	Yes	\vs{6}Ὅτι ὀργὴ ἐν τῷ θυμῷ αὐτοῦ, καὶ ζωὴ ἐν τῷ θελήματι αὐτοῦ· τοεσπέρας αὐλισθήσεται κλαυθμὸς, καὶ εἰς τοπρωῒ ἀγαλλίασις.
18006	ΨΑΛΜΟΙ 29:6	τοπρωῒ	No	No	No	τὸ πρωὶ	1.00	Yes	No	Yes	\vs{6}Ὅτι ὀργὴ ἐν τῷ θυμῷ αὐτοῦ, καὶ ζωὴ ἐν τῷ θελήματι αὐτοῦ· τοεσπέρας αὐλισθήσεται κλαυθμὸς, καὶ εἰς τοπρωῒ ἀγαλλίασις.
18023	ΨΑΛΜΟΙ 30:7	διακενῆς	No	No	No	διὰ κενῆς	1.00	Yes	No	Yes	\vs{7}Ἐμίσησας τοὺς διαφυλάσσοντας ματαιότητας διακενῆς· ἐγὼ δὲ ἐπὶ τῷ Κυρίῳ ἤλπισα.
18092	ΨΑΛΜΟΙ 33:2	διαπαντὸς	No	No	No	διὰ παντὸς	1.00	Yes	No	Yes	\vs{2}Εὐλογήσω τὸν Κύριον ἐν παντὶ καιρῷ, διαπαντὸς ἡ αἴνεσις αὐτοῦ ἐν τῷ στόματί μου.
18150	ΨΑΛΜΟΙ 34:27	διαπαντὸς	No	No	No	διὰ παντός	1.00	Yes	No	Yes	\vs{27}Ἀγαλλιάσαιντο καὶ εὐφρανθείησαν οἱ θέλοντες τὴν δικαιοσύνην μου, καὶ εἰπάτωσαν διαπαντὸς, μεγαλυνθείη ὁ Κύριος, οἱ θέλοντες τὴν εἰρήνην τοῦ δούλου αὐτοῦ.
18201	ΨΑΛΜΟΙ 36:24	καταῤῥαχθήσεται	No	No	No	καταραχθήσεται	1.00	Yes	No	Yes	\vs{24}Ὅταν πέσῃ οὐ καταῤῥαχθήσεται, ὅτι Κύριος ἀντιστηρίζει χεῖρα αὐτοῦ.
18213	ΨΑΛΜΟΙ 36:34	ἐξολοθρεύεσθαι	No	No	No	ἐξολεθρεύεσθαι	1.00	Yes	No	Yes	\vs{34}Ὑπόμεινον τὸν Κύριον, καὶ φύλαξον τὴν ὁδὸν αὐτοῦ, καὶ ὑψώσει σε τοῦ κατακληρονομῆσαι τὴν γῆν· ἐν τῷ ἐξολοθρεύεσθαι ἁμαρτωλοὺς, ὄψει.
18243	ΨΑΛΜΟΙ 37:18	διαπαντός	No	No	No	διὰ παντός	1.00	Yes	No	Yes	\vs{18}Ὅτι ἐγὼ εἰς μάστιγας ἕτοιμος, καὶ ἡ ἀλγηδών μου ἐνώπιόν μου διαπαντός.
18283	ΨΑΛΜΟΙ 39:12	διαπαντὸς	No	No	No	διὰ παντὸς	1.00	Yes	No	Yes	\vs{12}Σὺ δέ Κύριε μὴ μακρύνῃς τοὺς οἰκτιρμούς σου ἀπʼ ἐμοῦ, τὸ ἔλεός σου καὶ ἡ ἀλήθειά σου διαπαντὸς ἀντελάβοντό μου.
18288	ΨΑΛΜΟΙ 39:17	διαπαντὸς	No	No	No	διὰ παντός	1.00	Yes	No	Yes	\vs{17}Ἀγαλλιάσαιντο καὶ εὐφρανθείησαν ἐπὶ σοὶ πάντες οἱ ζητοῦντές σε Κύριε· καὶ εἰπάτωσαν διαπαντὸς, μεγαλυνθήτω ὁ Κύριος, οἱ ἀγαπῶντες τὸ σωτήριόν σου.
18423	ΨΑΛΜΟΙ 47:3	Εὐρίζων	Yes	No	No	εὖ ῥιζῶν	1.00	Yes	No	Yes	\vs{3}Εὐρίζων, ἀγαλλιάματι πάσης τῆς γῆς, ὄρη Σιὼν τὰ πλευρὰ τοῦ βοῤῥᾶ, ἡ πόλις τοῦ βασιλέως τοῦ μεγάλου.
18457	ΨΑΛΜΟΙ 48:15	τοπρωῒ	No	No	No	τὸ πρωί	1.00	Yes	No	Yes	\vs{15}Ὡς πρόβατα ἐν ᾅδῃ ἔθεντο, θάνατος ποιμανεῖ αὐτούς· καὶ κατακυριεύσουσιν αὐτῶν οἱ εὐθεῖς τοπρωῒ, καὶ ἡ βοήθεια αὐτῶν παλαιωθήσεται ἐν τῷ ᾅδῃ ἐκ τῆς δόξης αὐτῶν.
18476	ΨΑΛΜΟΙ 49:8	διαπαντός	No	No	No	διὰ παντός	1.00	Yes	No	Yes	\vs{8}Οὐκ ἐπὶ ταῖς θυσίαις σου ἐλέγξω σε, τὰ δὲ ὁλοκαυτώματά σου ἐνώπιόν μου ἐστὶ διαπαντός.
18500	ΨΑΛΜΟΙ 50:4	Ἐπιπλεῖον	Yes	No	No	ἐπὶ πλεῖον	1.00	Yes	No	Yes	\vs{4}Ἐπιπλεῖον πλῦνόν με ἀπὸ τῆς ἀνομίας μου, καὶ ἀπὸ τῆς ἁμαρτίας μου καθάρισόν με.
18502	ΨΑΛΜΟΙ 50:5	διαπαντός	No	No	No	διὰ παντός	1.00	Yes	No	Yes	\vs{5}Ὅτι τὴν ἀνομίαν μου ἐγὼ γινώσκω, καὶ ἡ ἁμαρτία μου ἐνώπιόν μου ἐστὶ διαπαντός·
18504	ΨΑΛΜΟΙ 50:7	συνελήφθην	No	No	No	συνελήμφθην	1.00	Yes	No	Yes	\vs{7}Ἰδοὺ γὰρ ἐν ἀνομίαις συνελήφθην, καὶ ἐν ἁμαρτίαις ἐκίσσησέ με ἡ μήτηρ μου.
18658	ΨΑΛΜΟΙ 58:13	συλληφθήτωσαν	No	No	No	συλλημφθήτωσαν	1.00	Yes	No	Yes	\vs{13}Ἁμαρτίαν στόματος αὐτῶν, λόγον χειλέων αὐτῶν, καὶ συλληφθήτωσαν ἐν τῇ ὑπερηφανίᾳ αὐτῶν· καὶ ἐξ ἀρᾶς καὶ ψεύδους διαγγελήσονται
18663	ΨΑΛΜΟΙ 58:17	τοπρωῒ	No	No	No	τὸ πρωὶ	1.00	Yes	No	Yes	\vs{17}Ἐγὼ δὲ ᾄσομαι τῇ δυνάμει σου, καὶ ἀγαλλιάσομαι τοπρωῒ τὸ ἔλεός σου, ὅτι ἐγενήθης ἀντιλήπτωρ μου καὶ καταφυγή μου ἐν ἡμέρᾳ θλίψεώς μου.
18687	ΨΑΛΜΟΙ 60:3	ὁδήγησάς	No	No	No	ὡδήγησάς	1.00	Yes	No	Yes	\vs{3}Ἀπὸ τῶν περάτων τῆς γῆς πρὸς σὲ ἐκέκραξα, ἐν τῷ ἀκηδιάσαι τὴν καρδίαν μου, ἐν πέτρᾳ ὕψωσάς με, ὁδήγησάς με,
18812	ΨΑΛΜΟΙ 67:14	ἀναμέσον	No	No	No	ἀνὰ μέσον	1.00	Yes	No	Yes	\vs{14}Ἐὰν κοιμηθῆτε ἀναμέσον τῶν κλήρων, πτέρυγες περιστερᾶς περιηργυρωμέναι, καὶ τὰ μετάφρενα αὐτῆς ἐν χλωρότητι χρυσίου.
18868	ΨΑΛΜΟΙ 68:24	διαπαντὸς	No	No	No	διὰ παντὸς	1.00	Yes	No	Yes	\vs{24}Σκοτισθήτωσαν οἱ ὀφθαλμοὶ αὐτῶν τοῦ μὴ βλέπειν, καὶ τὸν νῶτον αὐτῶν διαπαντὸς σύγκαμψον.
18889	ΨΑΛΜΟΙ 69:5	διαπαντὸς	No	No	No	διὰ παντός	1.00	Yes	No	Yes	\vs{5}Ἀγαλλιάσθωσαν καὶ εὐφρανθήτωσαν ἐπὶ σοὶ πάντες οἱ ζητοῦντές σε, καὶ λεγέτωσαν διαπαντὸς, μεγαλυνθήτω ὁ Θεὸς, οἱ ἀγαπῶντες τὸ σωτήριόν σου.
18899	ΨΑΛΜΟΙ 70:6	διαπαντός	No	No	No	διὰ παντός	1.00	Yes	No	Yes	\vs{6}Ἐπὶ σὲ ἐπεστηρίχθην ἀπὸ γαστρὸς, ἐκ κοιλίας μητρός μου σύ μου εἶ σκεπαστής. ἐν σοὶ ἡ ὕμνησίς μου διαπαντός.
18909	ΨΑΛΜΟΙ 70:14	διαπαντὸς	No	No	No	διὰ παντὸς	1.00	Yes	No	Yes	\vs{14}Ἐγὼ δὲ διαπαντὸς ἐλπιῶ, καὶ προσθήσω ἐπὶ πᾶσαν τὴν αἴνεσίν σου.
18939	ΨΑΛΜΟΙ 71:15	διαπαντός	No	No	No	διὰ παντός	1.00	Yes	No	Yes	\vs{15}Καὶ ζήσεται, καὶ δοθήσεται αὐτῷ ἐκ τοῦ χρυσίου τῆς Ἀραβίας, καὶ προσεύξονται περὶ αὐτοῦ διαπαντός· ὅλην τὴν ἡμέραν εὐλογήσουσιν αὐτόν.
18977	ΨΑΛΜΟΙ 72:23	διαπαντὸς	No	No	No	διὰ παντὸς	1.00	Yes	No	Yes	\vs{23}κᾀγὼ διαπαντὸς μετὰ σου· ἐκράτησας τῆς χειρὸς τῆς δεξιᾶς μου,
18982	ΨΑΛΜΟΙ 72:27	ἐξωλόθρευσας	No	No	No	ἐξωλέθρευσας	1.00	Yes	No	Yes	\vs{27}Ὅτι ἰδοὺ οἱ μακρύνοντες ἑαυτοὺς ἀπὸ σοῦ, ἀπολοῦνται· ἐξωλόθρευσας πάντα τὸν πορνεύοντα ἀπὸ σοῦ.
18987	ΨΑΛΜΟΙ 73:1	ἀπόσω	No	No	No	ἀπώσω	1.00	Yes	No	Yes	Ἱνατί ἀπόσω ὁ Θεὸς εἰς τέλος; ὠργίσθη ὁ θυμός σου ἐπὶ πρόβατα νομῆς σου;
19012	ΨΑΛΜΟΙ 73:23	διαπαντὸς	No	No	No	διὰ παντὸς	1.00	Yes	No	Yes	\vs{23}Μὴ ἐπιλάθῃ τῆς φωνῆς τῶν ἱκετῶν σου, ἡ ὑπερηφανία τῶν μισούντων σε ἀναβαίη διαπαντὸς πρὸς σέ.
19247	ΨΑΛΜΟΙ 82:5	ἐξολοθρεύσωμεν	No	No	No	ἐξολεθρεύσωμεν	1.00	Yes	No	Yes	\vs{5}Εἶπαν, δεῦτε καὶ ἐξολοθρεύσωμεν αὐτοὺς ἐξ ἔθνους, καὶ οὐ μὴ μνησθῇ τὸ ὄνομα Ἰσραὴλ ἔτι.
19254	ΨΑΛΜΟΙ 82:11	Ἐξωλοθρεύθησαν	Yes	No	No	ἐξωλεθρεύθησαν	1.00	Yes	No	Yes	\vs{11}Ἐξωλοθρεύθησαν ἐν Ἀενδὼρ, ἐγενήθησαν ὡσεὶ κόπρος τῇ γῇ.
19271	ΨΑΛΜΟΙ 83:6	ἀντίληψις	No	No	No	ἀντίλημψις	1.00	Yes	No	Yes	\vs{6}Μακάριος ἀνὴρ οὗ ἐστιν ἡ ἀντίληψις αὐτοῦ παρὰ σοῦ, Κύριε· ἀναβάσεις ἐν τῇ καρδίᾳ αὐτοῦ διέθετο,
19348	ΨΑΛΜΟΙ 87:14	τοπρωῒ	No	No	No	τὸ πρωὶ	1.00	Yes	No	Yes	\vs{14}Κᾀγὼ πρὸς σὲ Κύριε ἐκέκραξα, καὶ τοπρωῒ ἡ προσευχή μου προφθάσει σε.
19377	ΨΑΛΜΟΙ 88:19	ἀντίληψις	No	No	No	ἀντίλημψις	1.00	Yes	No	Yes	\vs{19}ὅτι τοῦ Κυρίου ἡ ἀντίληψις, καὶ τοῦ ἁγίου Ἰσραὴλ βασιλέως ἡμῶν.
19423	ΨΑΛΜΟΙ 89:5	τοπρωῒ	No	No	No	τὸ πρωὶ	1.00	Yes	No	Yes	\vs{5}Τὰ ἐξουδενώματα αὐτῶν ἔτη ἔσονται, τοπρωῒ ὡσεὶ χλόη παρέλθοι·
19424	ΨΑΛΜΟΙ 89:6	Τοπρωῒ	Yes	No	No	τὸ πρωὶ	1.00	Yes	No	Yes	\vs{6}Τοπρωῒ ἀνθήσαι καὶ παρέλθοι, τὸ ἑσπέρας ἀποπέσοι, σκληρυνθείη καὶ ξηρανθείη.
19433	ΨΑΛΜΟΙ 89:14	τοπρωῒ	No	No	No	τὸ πρωὶ	1.00	Yes	No	Yes	\vs{14}Ἐνεπλήσθημεν τοπρωῒ τοῦ ἐλέους σου, καὶ ἠγαλλιασάμεθα καὶ εὐφράνθημεν· ἐν πάσαις ταῖς ἡμέραις ἡμῶν
19462	ΨΑΛΜΟΙ 91:3	τοπρωῒ	No	No	No	τὸ πρωὶ	1.00	Yes	No	Yes	\vs{3}τοῦ ἀναγγέλλειν τοπρωῒ τὸ ἔλεός σου, καὶ τὴν ἀλήθειάν σου κατὰ νύκτα,
19510	ΨΑΛΜΟΙ 93:17	παραβραχὺ	No	No	No	παρὰ βραχὺ	1.00	Yes	No	Yes	\vs{17}Εἰ μὴ ὅτι Κύριος ἐβοήθησέ μοι, παραβραχὺ παρῴκησε τῷ ᾅδῃ ἡ ψυχή μου.
19610	ΨΑΛΜΟΙ 100:3	μοικαρδία	No	No	No	μοι καρδία	1.00	Yes	No	Yes	\vs{3}Οὐ προεθέμην πρὸ ὀφθαλμῶν μου πρᾶγμα παράνομον, ποιοῦντας παραβάσεις ἐμίσησα· οὐκ ἐκολλήθη μοικαρδία σκαμβὴ,
19666	ΨΑΛΜΟΙ 102:12	Καθόσον	Yes	No	No	καθ ὅσον	1.00	Yes	No	Yes	\vs{12}Καθόσον ἀπέχουσιν ἀνατολαὶ ἀπὸ δυσμῶν, ἐμάκρυνεν ἀφʼ ἡμῶν τὰς ἀνομίας ἡμῶν.
19693	ΨΑΛΜΟΙ 103:10	ἀναμέσον	No	No	No	ἀνὰ μέσον	1.00	Yes	No	Yes	\vs{10}Ὁ ἐξαποστέλλων πηγὰς ἐν φάραγξιν, ἀναμέσον τῶν ὀρέων διελεύσονται ὕδατα.
19722	ΨΑΛΜΟΙ 103:35	Ἐκλείποισαν	Yes	No	No	ἐκλίποισαν	1.00	Yes	No	Yes	\vs{35}Ἐκλείποισαν ἁμαρτωλοὶ ἀπὸ τῆς γῆς, καὶ ἄνομοι, ὥστε μὴ ὑπάρχειν αὐτούς· εὐλόγει, ἡ ψυχή μου τὸν Κύριον.
19729	ΨΑΛΜΟΙ 104:4	διαπαντός	No	No	No	διὰ παντός	1.00	Yes	No	Yes	\vs{4}Ζητήσατε τὸν Κύριον καὶ κραταιώθητε· ζητήσατε τὸ πρόσωπον αὐτοῦ διαπαντός.
19820	ΨΑΛΜΟΙ 105:34	ἐξωλόθρευσαν	No	No	No	ἐξωλέθρευσαν	1.00	Yes	No	Yes	\vs{34}Οὐκ ἐξωλόθρευσαν τὰ ἔθνη ἃ εἶπε Κύριος αὐτοῖς.
19884	ΨΑΛΜΟΙ 106:37	γεννήματος	No	No	No	γενήματος	1.00	Yes	No	Yes	\vs{37}Καὶ ἔσπειραν ἀγροὺς, καὶ ἐφύτευσαν ἀμπελῶνας, καὶ ἐποίησαν καρπὸν γεννήματος.
19901	ΨΑΛΜΟΙ 107:9	ἀντίληψις	No	No	No	ἀντίλημψις	1.00	Yes	No	Yes	\vs{9}Ἐμός ἐστι Γαλαὰδ, καὶ ἐμός ἐστι Μανασσῆς, καὶ Ἐφραίμ ἀντίληψις τῆς κεφαλῆς μου· Ἰούδας βασιλεύς μου,
19924	ΨΑΛΜΟΙ 108:13	ἐξολόθρευσιν	No	No	No	ἐξολέθρευσιν	1.00	Yes	No	Yes	\vs{13}Γενηθήτω τὰ τέκνα αὐτοῦ εἰς ἐξολόθρευσιν, ἐν γενεᾷ μιᾷ ἐξαλειφθείη τὸ ὄνομα αὐτοῦ.
19926	ΨΑΛΜΟΙ 108:15	διαπαντὸς	No	No	No	διὰ παντός	1.00	Yes	No	Yes	\vs{15}Γενηθήτωσαν ἐναντίον Κυρίου διαπαντὸς, καὶ ἐξολοθρευθείη ἐκ γῆς τὸ μνημόσυνον αὐτῶν·
19926	ΨΑΛΜΟΙ 108:15	ἐξολοθρευθείη	No	No	No	ἐξολεθρευθείη	1.00	Yes	No	Yes	\vs{15}Γενηθήτωσαν ἐναντίον Κυρίου διαπαντὸς, καὶ ἐξολοθρευθείη ἐκ γῆς τὸ μνημόσυνον αὐτῶν·
19931	ΨΑΛΜΟΙ 108:19	διαπαντὸς	No	No	No	διὰ παντὸς	1.00	Yes	No	Yes	\vs{19}Γενηθήτω αὐτῷ ὡς ἱμάτιον ὃ περιβάλλεται, καὶ ὡσεὶ ζώνη ἣν διαπαντὸς περιζώννυται.
19976	ΨΑΛΜΟΙ 111:5	οἰκτείρων	No	No	No	οἰκτίρων	1.00	Yes	No	Yes	\vs{5}Χρηστὸς ἀνὴρ ὁ οἰκτείρων καὶ κιχρῶν, οἰκονομήσει τοὺς λόγους αὐτοῦ ἐν κρίσει,
20139	ΨΑΛΜΟΙ 118:33	διαπαντός	No	No	No	διὰ παντός	1.00	Yes	No	Yes	\vs{33}Νομοθέτησόν με Κύριε τὴν ὁδὸν τῶν δικαιωμάτων σου, καὶ ἐκζητήσω αὐτὴν διαπαντός.
20151	ΨΑΛΜΟΙ 118:44	διαπαντὸς	No	No	No	διὰ παντός	1.00	Yes	No	Yes	\vs{44}Καὶ φυλάξω τὸν νόμον σου διαπαντὸς, εἰς τὸν αἰῶνα καὶ εἰς τὸν αἰῶνα τοῦ αἰῶνος.
20225	ΨΑΛΜΟΙ 118:109	διαπαντὸς	No	No	No	διὰ παντός	1.00	Yes	No	Yes	\vs{109}Ἡ ψυχή μου ἐν ταῖς χερσὶ σου διαπαντὸς, καὶ τὸν νόμον σου οὐκ ἐπελαθόμην.
20234	ΨΑΛΜΟΙ 118:117	διαπαντός	No	No	No	διὰ παντός	1.00	Yes	No	Yes	\vs{117}Βοήθησόν μοι, καὶ σωθήσομαι, καὶ μελετήσω ἐν τοῖς δικαιώμασί σου διαπαντός.
20263	ΨΑΛΜΟΙ 118:143	ἀνάγκαι	No	No	No	ἀνάγκη	1.00	Yes	No	Yes	\vs{143}Θλίψεις καὶ ἀνάγκαι εὕροσάν με, ἐντολαί σου μελέτη μου.
20433	ΨΑΛΜΟΙ 131:7	Εἰσελευσώμεθα	Yes	No	No	εἰσελευσόμεθα	1.00	Yes	No	Yes	\vs{7}Εἰσελευσώμεθα εἰς τὰ σκηνώματα αὐτοῦ· προσκυνήσωμεν εἰς τὸν τόπον οὗ ἔστησαν οἱ πόδες αὐτοῦ.
20542	ΨΑΛΜΟΙ 137:6	ἀπομακρόθεν	No	No	No	ἀπὸ μακρόθεν	1.00	Yes	No	Yes	\vs{6}Ὅτι ὑψηλὸς Κύριος, καὶ τὰ ταπεινὰ ἐφορᾷ, καὶ τὰ ὑψηλὰ ἀπομακρόθεν γινώσκει.
20564	ΨΑΛΜΟΙ 138:16	εἶδου	No	No	No	ἰδού	1.00	No	Yes	Yes	\vs{16}Ἀκατέργαστόν μου εἶδου οἱ ἀφθαλμοί σου, καὶ ἐπὶ τὸ βιβλίον σου πάντες γραφήσονται· ἡμέρας πλασθήσονται καὶ οὐθεὶς ἐν αὐτοῖς.
20606	ΨΑΛΜΟΙ 140:10	καταμόνας	No	No	No	κατὰ μόνας	1.00	Yes	No	Yes	\vs{10}Πεσοῦνται ἐν ἀμφιβλήστρῳ αὐτοῦ ἁμαρτωλοὶ, καταμόνας εἰμὶ ἐγὼ ἕως οὗ ἂν παρέλθω.
20629	ΨΑΛΜΟΙ 142:8	τοπρωῒ	No	No	No	τὸ πρωὶ	1.00	Yes	No	Yes	\vs{8}Ἀκουστὸν ποίησόν μοι τοπρωῒ τὸ ἔλεός σου, ὅτι ἐπὶ σοὶ ἤλπισα· γνώρισόν μοι, Κύριε, ὁδὸν ἐν ᾗ πορεύσομαι, ὅτι πρὸς σὲ ᾖρα τὴν ψυχήν μου.
20633	ΨΑΛΜΟΙ 142:12	ἐξολοθρεύσεις	No	No	No	ἐξολεθρεύσεις	1.00	Yes	No	Yes	\vs{12}Καὶ ἐν τῷ ἐλέει σου ἐξολοθρεύσεις τοὺς ἐχθρούς μου, καὶ ἀπολεῖς πάντας τοὺς θλίβοντας τὴν ψυχήν μου, ὅτι δοῦλός σου εἰμὶ ἐγώ.
20681	ΨΑΛΜΟΙ 144:20	ἐξολοθρεύσει	No	No	No	ἐξολεθρεύσει	1.00	Yes	No	Yes	\vs{20}Φυλάσσει Κύριος πάντας τοὺς ἀγαπῶντας αὐτόν, καὶ πάντας τοὺς ἁμαρτωλοὺς ἐξολοθρεύσει.
20798	ΠΑΡΟΙΜΙΑΙ ΣΑΛΩΜΩΝΤΟΣ 1:14	βαλάντιον	No	No	No	βαλλάντιον	1.00	Yes	No	Yes	\vs{14}Τὸν δὲ σὸν κλῆρον βάλε ἐν ἡμῖν, κοινὸν δὲ βαλάντιον κτησώμεθα πάντες, καὶ μαρσίππιον ἓν γενηθήτω ἡμῖν·
20806	ΠΑΡΟΙΜΙΑΙ ΣΑΛΩΜΩΝΤΟΣ 1:22	ἔχονται	No	No	No	ἔχωνται	1.00	Yes	No	Yes	\vs{22}ὅσον ἂν χρόνον ἄκακοι ἔχονται τῆς δικαιοσύνης, οὐκ αἰσχυνθήσονται· οἱ δὲ ἄφρονες τῆς ὕβρεως ὄντες ἐπιθυμηταί, ἀσεβεῖς γενόμενοι ἐμίσησαν αἴσθησιν,
20841	ΠΑΡΟΙΜΙΑΙ ΣΑΛΩΜΩΝΤΟΣ 2:17	ἀπολιποῦσα	No	No	No	ἀπολείπουσα	1.00	Yes	No	Yes	\vs{17}Ἡ ἀπολιποῦσα διδασκαλίαν νεότητος, καὶ διαθήκην θείαν ἐπιλελησμένη.
20849	ΠΑΡΟΙΜΙΑΙ ΣΑΛΩΜΩΝΤΟΣ 3:1	ἐμῶννομίμων	No	No	No	ἐμῶν νομίμων	1.00	Yes	No	Yes	Υἱὲ, ἐμῶννομίμων μὴ ἐπιλανθάνου, τὰ δὲ ῥήματά μου τηρείτω σὴ καρδία·
20851	ΠΑΡΟΙΜΙΑΙ ΣΑΛΩΜΩΝΤΟΣ 3:3	ἐκλειπέτωσάν	No	No	No	ἐκλιπέτωσάν	1.00	Yes	No	Yes	\vs{3}Ἐλεημοσύναι καὶ πίστεις μὴ ἐκλειπέτωσάν σε· ἄφαψαι δὲ αὐτὰς ἐπὶ σῷ τραχήλῳ, καὶ εὑρήσεις χάριν·
20984	ΠΑΡΟΙΜΙΑΙ ΣΑΛΩΜΩΝΤΟΣ 6:19	ἀναμέσον	No	No	No	ἀνὰ μέσον	1.00	Yes	No	Yes	\vs{19}Ἐκκαίει ψευδῆ μάρτυς ἄδικος, καὶ ἐπιπέμπει κρίσεις ἀναμέσον ἀδελφῶν.
20987	ΠΑΡΟΙΜΙΑΙ ΣΑΛΩΜΩΝΤΟΣ 6:21	διαπαντὸς	No	No	No	διὰ παντὸς	1.00	Yes	No	Yes	\vs{21}Ἄφαψαι δὲ αὐτοὺς ἐπὶ σῇ ψυχῇ διαπαντὸς, καὶ ἐλκλοίωσαι περὶ σῷ τραχήλῳ·
21040	ΠΑΡΟΙΜΙΑΙ ΣΑΛΩΜΩΝΤΟΣ 8:2	ἀναμέσον	No	No	No	ἀνὰ μέσον	1.00	Yes	No	Yes	\vs{2}Ἐπὶ γὰρ τῶν ὑψηλῶν ἄκρων ἐστὶν, ἀναμέσον δὲ τῶν τρίβων ἕστηκε.
21060	ΠΑΡΟΙΜΙΑΙ ΣΑΛΩΜΩΝΤΟΣ 8:20	ἀναμέσον	No	No	No	ἀνὰ μέσον	1.00	Yes	No	Yes	\vs{20}Ἐν ὁδοῖς δικαιοσύνης περιπατῶ, καὶ ἀναμέσον τρίβων δικαιώματος ἀναστρέφομαι·
21184	ΠΑΡΟΙΜΙΑΙ ΣΑΛΩΜΩΝΤΟΣ 11:26	ὑπολείποιτο	No	No	No	ὑπολίποιτο	1.00	Yes	No	Yes	\vs{26}Ὁ συνέχων σῖτον ὑπολείποιτο αὐτὸν τοῖς ἔθνεσιν· εὐλογία δὲ εἰς κεφαλὴν τοῦ μεταδιδόντος.
