Line Number	Verse Reference	Word	Full Line
15247	ΕΣΔΡΑΣ 10:30	Ἐδνὲ	\vs{30}Καὶ ἀπὸ υἱῶν Φαὰθ Μωὰβ, Ἐδνὲ, καὶ Χαλὴλ, καὶ Βαναία, Μαασία, Ματθανία, Βεσελεὴλ, καὶ Βανουῒ, καὶ Μανασσῆ·
15247	ΕΣΔΡΑΣ 10:30	Ματθανία	\vs{30}Καὶ ἀπὸ υἱῶν Φαὰθ Μωὰβ, Ἐδνὲ, καὶ Χαλὴλ, καὶ Βαναία, Μαασία, Ματθανία, Βεσελεὴλ, καὶ Βανουῒ, καὶ Μανασσῆ·
15249	ΕΣΔΡΑΣ 10:32	Βαλοὺχ	\vs{32}Βενιαμὶν, Βαλοὺχ, Σαμαρία.
15250	ΕΣΔΡΑΣ 10:33	Ἀσὴμ	\vs{33}Καὶ ἀπὸ υἱῶν Ἀσὴμ, Μετθανία, Ματθαθὰ, Ζαδὰβ, Ἐλιφαλὲτ, Ἱεραμὶ, Μανασσῆ, Σεμεΐ.
15250	ΕΣΔΡΑΣ 10:33	Μετθανία	\vs{33}Καὶ ἀπὸ υἱῶν Ἀσὴμ, Μετθανία, Ματθαθὰ, Ζαδὰβ, Ἐλιφαλὲτ, Ἱεραμὶ, Μανασσῆ, Σεμεΐ.
15250	ΕΣΔΡΑΣ 10:33	Ματθαθὰ	\vs{33}Καὶ ἀπὸ υἱῶν Ἀσὴμ, Μετθανία, Ματθαθὰ, Ζαδὰβ, Ἐλιφαλὲτ, Ἱεραμὶ, Μανασσῆ, Σεμεΐ.
15250	ΕΣΔΡΑΣ 10:33	Ζαδὰβ	\vs{33}Καὶ ἀπὸ υἱῶν Ἀσὴμ, Μετθανία, Ματθαθὰ, Ζαδὰβ, Ἐλιφαλὲτ, Ἱεραμὶ, Μανασσῆ, Σεμεΐ.
15251	ΕΣΔΡΑΣ 10:34	Μοοδία	\vs{34}Καὶ ἀπὸ υἱῶν Βανὶ, Μοοδία, Ἀμρὰμ, Οὐὴλ,
15253	ΕΣΔΡΑΣ 10:36	Οὐουανία	\vs{36}Οὐουανία, Μαριμὼθ, Ἐλιασὶφ,
15253	ΕΣΔΡΑΣ 10:36	Ἐλιασὶφ	\vs{36}Οὐουανία, Μαριμὼθ, Ἐλιασὶφ,
15254	ΕΣΔΡΑΣ 10:37	Ματθανία	\vs{37}Ματθανία, Ματθαναΐ· καὶ ἐποίησαν
15254	ΕΣΔΡΑΣ 10:37	Ματθαναΐ	\vs{37}Ματθανία, Ματθαναΐ· καὶ ἐποίησαν
15258	ΕΣΔΡΑΣ 10:41	Ἐζριὴλ	\vs{41}Ἐζριὴλ, καὶ Σελεμία, καὶ Σαμαρία,
15260	ΕΣΔΡΑΣ 10:43	Ματθανίας	\vs{43}Ἀπὸ υἱῶν Ναβοὺ, Ἰαὴλ, Ματθανίας, Ζαβὰδ, Ζεβεννὰς, Ἰαδαὶ, καὶ Ἰωὴλ, καὶ Βαναία.
15260	ΕΣΔΡΑΣ 10:43	Ζεβεννὰς	\vs{43}Ἀπὸ υἱῶν Ναβοὺ, Ἰαὴλ, Ματθανίας, Ζαβὰδ, Ζεβεννὰς, Ἰαδαὶ, καὶ Ἰωὴλ, καὶ Βαναία.
15269	ΝΕΕΜΙΑΣ 1:1	ἤμηνν	\lettrine[lines=2, loversize=0.2, nindent=0em, findent=.25em]{\textcolor{bookheadingcolor}{Λ}}{ΟΓΟΙ} Νεεμία υἱοῦ Χελκία. Καὶ ἐγένετο ἐν μηνὶ Χασελεῦ ἔτους εἰκοστοῦ, καὶ ἐγὼ ἤμηνν ἐν Σουσὰν ἀβιρά·
15270	ΝΕΕΜΙΑΣ 1:2	κατελείθησαν	\vs{2}καὶ ἦλθεν Ἀνανὶ εἷς ἀπὸ ἀδελφῶν μου, αὐτὸς καὶ ἄνδρες Ἰούδα· καὶ ἠρώτησα αὐτοὺς περὶ τῶν σωθέντων, οἳ κατελείθησαν ἀπὸ τῆς αἰχμαλωσίας, καὶ περὶ Ἱερουσαλήμ.
15312	ΝΕΕΜΙΑΣ 3:1	Ἐλιασοὺβ	Καὶ ἀνέστη Ἐλιασοὺβ ὁ ἱερεὺς ὁ μέγας, καὶ οἱ ἀδελφοὶ αὐτοῦ οἱ ἱερεῖς, καὶ ᾠκοδόμησαν τὴν πύλην τὴν προβατικήν· αὐτοὶ ἡγίασαν αὐτὴν, καὶ ἔστησαν θύρας αὐτῆς, καὶ ἕως πύργου τῶν ἑκατὸν ἡγίασαν ἕως πύργου Ἀναμεήλ.
15316	ΝΕΕΜΙΑΣ 3:4	Μαζεβήλ	\vs{4}Καὶ ἐπὶ χεῖρα αὐτῶν κατέσχεν ἐπὶ Ῥαμὼθ υἱοῦ Οὐρία, υἱοῦ Ἀκκώς· καὶ ἐπὶ χεῖρα αὐτῶν κατέσχε Μοσολλὰμ υἱὸς Βαραχίου, υἱοῦ Μαζεβήλ· καὶ ἐπὶ χεῖρα αὐτῶν κατέσχε Σαδὼκ υἱὸς Βαανά.
15317	ΝΕΕΜΙΑΣ 3:5	Θεκωῒμ	\vs{5}Καὶ ἐπὶ χεῖρα αὐτῶν κατέσχοσαν οἱ Θεκωῒμ, καὶ ἀδωρὶμ οὐκ εἰσήνεγκαν τράχηλον αὐτῶν εἰς δουλείαν αὐτῶν.
15317	ΝΕΕΜΙΑΣ 3:5	ἀδωρὶμ	\vs{5}Καὶ ἐπὶ χεῖρα αὐτῶν κατέσχοσαν οἱ Θεκωῒμ, καὶ ἀδωρὶμ οὐκ εἰσήνεγκαν τράχηλον αὐτῶν εἰς δουλείαν αὐτῶν.
15319	ΝΕΕΜΙΑΣ 3:6	ἰασαναῒ	\vs{6}Καὶ τὴν πύλην ἰασαναῒ ἐκράτησαν Ἰωϊδὰ υἱὸς Φασὲκ, καὶ Μεσουλὰμ υἱὸς Βασωδία· αὐτοὶ ἐστέγασαν αὐτὴν, καὶ ἔστησαν θύρας αὐτῆς καὶ κλεῖθρα αὐτῆς καὶ μοχλοὺς αὐτῆς.
15319	ΝΕΕΜΙΑΣ 3:6	Ἰωϊδὰ	\vs{6}Καὶ τὴν πύλην ἰασαναῒ ἐκράτησαν Ἰωϊδὰ υἱὸς Φασὲκ, καὶ Μεσουλὰμ υἱὸς Βασωδία· αὐτοὶ ἐστέγασαν αὐτὴν, καὶ ἔστησαν θύρας αὐτῆς καὶ κλεῖθρα αὐτῆς καὶ μοχλοὺς αὐτῆς.
15320	ΝΕΕΜΙΑΣ 3:6	Μαλτίας	\vs{6a}Καὶ ἐπὶ χεῖρα αὐτῶν ἐκράτησαν Μαλτίας ὁ Γαβαωνίτης, καὶ Εὐάρων ὁ Μηρωνωθίτης, ἄνδρες τῆς Γαβαὼν καὶ τῆς Μασφὰ ἓως θρόνου τοῦ ἄρχοντος τοῦ πέραν τοῦ ποταμοῦ.
15320	ΝΕΕΜΙΑΣ 3:6	Εὐάρων	\vs{6a}Καὶ ἐπὶ χεῖρα αὐτῶν ἐκράτησαν Μαλτίας ὁ Γαβαωνίτης, καὶ Εὐάρων ὁ Μηρωνωθίτης, ἄνδρες τῆς Γαβαὼν καὶ τῆς Μασφὰ ἓως θρόνου τοῦ ἄρχοντος τοῦ πέραν τοῦ ποταμοῦ.
15320	ΝΕΕΜΙΑΣ 3:6	Μηρωνωθίτης	\vs{6a}Καὶ ἐπὶ χεῖρα αὐτῶν ἐκράτησαν Μαλτίας ὁ Γαβαωνίτης, καὶ Εὐάρων ὁ Μηρωνωθίτης, ἄνδρες τῆς Γαβαὼν καὶ τῆς Μασφὰ ἓως θρόνου τοῦ ἄρχοντος τοῦ πέραν τοῦ ποταμοῦ.
15321	ΝΕΕΜΙΑΣ 3:8	παρησφαλίσατο	\vs{8}Καὶ παρʼ αὐτὸν παρησφαλίσατο Ὀζιὴλ υἱὸς Ἀραχίου πυρωτῶν· καὶ ἐπὶ χεῖρα αὐτῶν ἐκράτησεν Ἀνανίας υἱὸς τοῦ ῥωκεῒμ, καὶ κατέλιπον Ἱερουσαλὴμ ἕως τοῦ τείχους τοῦ πλατέος.
15321	ΝΕΕΜΙΑΣ 3:8	Ἀραχίου	\vs{8}Καὶ παρʼ αὐτὸν παρησφαλίσατο Ὀζιὴλ υἱὸς Ἀραχίου πυρωτῶν· καὶ ἐπὶ χεῖρα αὐτῶν ἐκράτησεν Ἀνανίας υἱὸς τοῦ ῥωκεῒμ, καὶ κατέλιπον Ἱερουσαλὴμ ἕως τοῦ τείχους τοῦ πλατέος.
15321	ΝΕΕΜΙΑΣ 3:8	πυρωτῶν	\vs{8}Καὶ παρʼ αὐτὸν παρησφαλίσατο Ὀζιὴλ υἱὸς Ἀραχίου πυρωτῶν· καὶ ἐπὶ χεῖρα αὐτῶν ἐκράτησεν Ἀνανίας υἱὸς τοῦ ῥωκεῒμ, καὶ κατέλιπον Ἱερουσαλὴμ ἕως τοῦ τείχους τοῦ πλατέος.
15323	ΝΕΕΜΙΑΣ 3:10	Ἀττοὺθ	\vs{10}Καὶ ἐπὶ χεῖρα αὐτῶν ἐκράτησεν Ἰεδαΐα υἱὸς Ἑρωμὰφ, καὶ κατέναντι οἰκίας αὐτοῦ· καὶ ἐπὶ χεῖρα αὐτοῦ ἐκράτησεν Ἀττοὺθ υἱὸς Ἀσαβανία.
15323	ΝΕΕΜΙΑΣ 3:10	Ἀσαβανία	\vs{10}Καὶ ἐπὶ χεῖρα αὐτῶν ἐκράτησεν Ἰεδαΐα υἱὸς Ἑρωμὰφ, καὶ κατέναντι οἰκίας αὐτοῦ· καὶ ἐπὶ χεῖρα αὐτοῦ ἐκράτησεν Ἀττοὺθ υἱὸς Ἀσαβανία.
15324	ΝΕΕΜΙΑΣ 3:11	Φαὰτ	\vs{11}Καὶ δεύτερος ἐκράτησε Μελχίας υἱὸς Ἡρὰμ, καὶ Ἀσοὺβ υἱὸς Φαὰτ Μωὰβ, καὶ ἕως πύργου τῶν θανουρίμ.
15324	ΝΕΕΜΙΑΣ 3:11	θανουρίμ	\vs{11}Καὶ δεύτερος ἐκράτησε Μελχίας υἱὸς Ἡρὰμ, καὶ Ἀσοὺβ υἱὸς Φαὰτ Μωὰβ, καὶ ἕως πύργου τῶν θανουρίμ.
15325	ΝΕΕΜΙΑΣ 3:12	Σαλλοὺμ	\vs{12}Καὶ ἐπὶ χεῖρα αὐτοῦ ἐκράτησε Σαλλοὺμ υἱὸς Ἀλλωῆς, ἄρχων ἡμίσους περιχώρου Ἱερουσαλὴμ, αὐτὸς καὶ αἱ θυγατέρες αὐτοῦ.
15329	ΝΕΕΜΙΑΣ 3:14	Βηθακχαρὶμ	\vs{14}Καὶ τὴν πύλην τῆς κοπρίας ἐκράτησε Μελχία υἱὸς Ῥηχὰβ, ἄρχων περιχώρου Βηθακχαρὶμ, αὐτὸς καὶ υἱοὶ αὐτοῦ· καὶ ἐσκέπασαν αὐτὴν, καὶ ἔστησαν θύρας αὐτῆς καὶ κλεῖθρα αὐτῆς καὶ μοχλοὺς αὐτῆς.
15331	ΝΕΕΜΙΑΣ 3:15	Χολεζὲ	\vs{15}Τὴν δὲ πύλην τῆς πηγῆς ἠσφαλίσατο Σαλωμὼν υἱὸς Χολεζὲ, ἄρχων μέρους τῆς Μασφά· αὐτὸς ἐζῳκοδόμησεν αὐτὴν καὶ ἐστέγασεν αὐτὴν, καὶ ἔστησε τὰς θύρας αὐτῆς καὶ μοχλοὺς αὐτῆς· καὶ τὸ τεῖχος κολυμβήθρας τῶν κωδίων τῇ κουρᾷ τοῦ βασιλέως, καὶ ἕως τῶν κλιμάκων τῶν καταβαινουσῶν ἀπὸ πόλεως Δαυίδ.
15331	ΝΕΕΜΙΑΣ 3:15	ἐζῳκοδόμησεν	\vs{15}Τὴν δὲ πύλην τῆς πηγῆς ἠσφαλίσατο Σαλωμὼν υἱὸς Χολεζὲ, ἄρχων μέρους τῆς Μασφά· αὐτὸς ἐζῳκοδόμησεν αὐτὴν καὶ ἐστέγασεν αὐτὴν, καὶ ἔστησε τὰς θύρας αὐτῆς καὶ μοχλοὺς αὐτῆς· καὶ τὸ τεῖχος κολυμβήθρας τῶν κωδίων τῇ κουρᾷ τοῦ βασιλέως, καὶ ἕως τῶν κλιμάκων τῶν καταβαινουσῶν ἀπὸ πόλεως Δαυίδ.
15331	ΝΕΕΜΙΑΣ 3:15	ἐστέγασεν	\vs{15}Τὴν δὲ πύλην τῆς πηγῆς ἠσφαλίσατο Σαλωμὼν υἱὸς Χολεζὲ, ἄρχων μέρους τῆς Μασφά· αὐτὸς ἐζῳκοδόμησεν αὐτὴν καὶ ἐστέγασεν αὐτὴν, καὶ ἔστησε τὰς θύρας αὐτῆς καὶ μοχλοὺς αὐτῆς· καὶ τὸ τεῖχος κολυμβήθρας τῶν κωδίων τῇ κουρᾷ τοῦ βασιλέως, καὶ ἕως τῶν κλιμάκων τῶν καταβαινουσῶν ἀπὸ πόλεως Δαυίδ.
15332	ΝΕΕΜΙΑΣ 3:16	βηθαγγαρίμ	\vs{16}Ὀπίσω αὐτοῦ ἐκράτησε Νεεμίας υἱὸς Ἀζαβοὺχ, ἄρχων ἡμίσους περιχώρου Βηθσοὺρ, ἕως κήπου τάφου Δαυὶδ, καὶ ἕως τῆς κολυμβήθρας τῆς γεγονυίας, καὶ ἕως βηθαγγαρίμ.
15334	ΝΕΕΜΙΑΣ 3:18	Βενεῒ	\vs{18}Καὶ μετʼ αὐτὸν ἐκράτησαν ἀδελφοὶ αὐτῶν Βενεῒ υἱὸς Ἠναδὰδ, ἄρχων ἡμίσους περιχώρου Κεϊλά.
15335	ΝΕΕΜΙΑΣ 3:19	Μασφαὶ	\vs{19}Καὶ ἐκράτησεν ἐπὶ χεῖρα αὐτοῦ Ἀζοὺρ υἱὸς Ἰησοῦ, ἄρχων τοῦ Μασφαὶ, μέτρον δεύτερον πύργου ἀναβάσεως τῆς συναπτούσης τῆς γωνίας.
15336	ΝΕΕΜΙΑΣ 3:20	Βηθελιασοὺβ	\vs{20}Μετʼ αὐτὸν ἐκράτησε Βαροὺχ υἱὸς Ζαβοῦ, μέτρον δεύτερον ἀπὸ τῆς γωνίας ἕως θύρας Βηθελιασοὺβ τοῦ ἱερέως τοῦ μεγάλου.
15337	ΝΕΕΜΙΑΣ 3:21	Βηθελιασοὺβ	\vs{21}Μετʼ αὐτὸν ἐκράτησε Μεραμὼθ υἱὸς Οὐρία, υἱοῦ Ἀκκὼς, μέτρον δεύτερον ἀπὸ θύρας Βηθελιασοὺβ ἕως ἐκλείψεως Βηθελιασούβ.
15337	ΝΕΕΜΙΑΣ 3:21	Βηθελιασούβ	\vs{21}Μετʼ αὐτὸν ἐκράτησε Μεραμὼθ υἱὸς Οὐρία, υἱοῦ Ἀκκὼς, μέτρον δεύτερον ἀπὸ θύρας Βηθελιασοὺβ ἕως ἐκλείψεως Βηθελιασούβ.
15338	ΝΕΕΜΙΑΣ 3:22	Ἐκχεχάρ	\vs{22}Καὶ μετʼ αὐτὸν ἐκράτησαν οἱ ἱερεῖς ἄνδρες Ἐκχεχάρ.
15339	ΝΕΕΜΙΑΣ 3:23	Μαασίου	\vs{23}Καὶ μετʼ αὐτὸν ἐκράτησε Βενιαμὶν καὶ Ἀσοὺβ κατέναντι οἴκου αὐτῶν· καὶ μετʼ αὐτὸν ἐκράτησεν Ἀζαρίας υἱὸς Μαασίου, υἱοῦ Ἀνανία ἐχόμενα οἴκου αὐτοῦ.
15341	ΝΕΕΜΙΑΣ 3:25	Φαλὰχ	\vs{25}Βηθαζαρία ἕως τῆς γωνίας, καὶ ἕως τῆς καμπῆς Φαλὰχ υἱοῦ Εὐζαῒ ἐξεναντίας τῆς γωνίας, καὶ ὁ πύργος ὁ ἐξέχων ἐκ τοῦ οἴκου τοῦ βασιλέως ὁ ἀνώτερος ὁ τῆς αὐλῆς τῆς φυλακῆς· καὶ μετʼ αὐτὸν Φαδαΐα υἱὸς Φόρος.
15344	ΝΕΕΜΙΑΣ 3:27	Θεκωῒμ	\vs{27}Καὶ μετʼ αὐτὸν ἐκράτησαν οἱ Θεκωῒμ, μέτρον δεύτερον ἐξεναντίας τοῦ πύργου τοῦ μεγάλου τοῦ ἐξέχοντος, καὶ ἕως τοῦ τείχους τοῦ Ὀφλά.
15348	ΝΕΕΜΙΑΣ 3:30	Ἀνὼμ	\vs{30}Μετʼ αὐτὸν ἐκράτησεν Ἀνανία υἱὸς Σελεμία, καὶ Ἀνὼμ υἱὸς Σελὲφ ὁ ἕκτος, μέτρον δεύτερον· μετʼ αὐτὸν ἐκράτησε Μεσουλὰμ υἱὸς Βαραχία ἐξεναντίας γαζοφυλακίου αὐτοῦ.
15349	ΝΕΕΜΙΑΣ 3:31	Σαρεφὶ	\vs{31}Μετʼ αὐτὸν ἐκράτησε Μελχία υἱὸς τοῦ Σαρεφὶ ἕως Βηθὰν Ναθινὶμ, καὶ οἱ ῥωποπῶλαι ἀπέναντι πύλης τοῦ Μαφεκὰδ καὶ ἕως ἀναβάσεως τῆς καμπῆς.
15349	ΝΕΕΜΙΑΣ 3:31	Βηθὰν	\vs{31}Μετʼ αὐτὸν ἐκράτησε Μελχία υἱὸς τοῦ Σαρεφὶ ἕως Βηθὰν Ναθινὶμ, καὶ οἱ ῥωποπῶλαι ἀπέναντι πύλης τοῦ Μαφεκὰδ καὶ ἕως ἀναβάσεως τῆς καμπῆς.
15349	ΝΕΕΜΙΑΣ 3:31	ῥωποπῶλαι	\vs{31}Μετʼ αὐτὸν ἐκράτησε Μελχία υἱὸς τοῦ Σαρεφὶ ἕως Βηθὰν Ναθινὶμ, καὶ οἱ ῥωποπῶλαι ἀπέναντι πύλης τοῦ Μαφεκὰδ καὶ ἕως ἀναβάσεως τῆς καμπῆς.
15350	ΝΕΕΜΙΑΣ 3:32	ἀναμέσον	\vs{32}Καὶ ἀναμέσον τῆς πύλης τῆς προβατικῆς ἐκράτησαν οἱ χαλκεῖς καὶ οἱ ῥωποπῶλαι.
15350	ΝΕΕΜΙΑΣ 3:32	ῥωποπῶλαι	\vs{32}Καὶ ἀναμέσον τῆς πύλης τῆς προβατικῆς ἐκράτησαν οἱ χαλκεῖς καὶ οἱ ῥωποπῶλαι.
15353	ΝΕΕΜΙΑΣ 3:34	ἰάσονται	\vs{34}Καὶ εἶπεν ἐνώπιον τῶν ἀδελφῶν αὐτοῦ, αὕτη ἡ δύναμις Σομόρων, ὅτι οἱ Ἰουδαῖοι οὗτοι οἰκοδομοῦσι τὴν ἑαυτῶν πόλιν; ἆρα θυσιάζουσιν; ἆρα δυνήσονται; καὶ σήμερον ἰάσονται τοὺς λίθους, μετὰ τὸ χῶμα γενέσθαι γῆς καυθέντας;
15353	ΝΕΕΜΙΑΣ 3:34	καυθέντας	\vs{34}Καὶ εἶπεν ἐνώπιον τῶν ἀδελφῶν αὐτοῦ, αὕτη ἡ δύναμις Σομόρων, ὅτι οἱ Ἰουδαῖοι οὗτοι οἰκοδομοῦσι τὴν ἑαυτῶν πόλιν; ἆρα θυσιάζουσιν; ἆρα δυνήσονται; καὶ σήμερον ἰάσονται τοὺς λίθους, μετὰ τὸ χῶμα γενέσθαι γῆς καυθέντας;
15361	ΝΕΕΜΙΑΣ 4:2	ἐπιτοαυτὸ	\vs{2}Καὶ συνήχθησαν πάντες ἐπιτοαυτὸ, ἐλθεῖν παρατάξασθαι ἐν Ἱερουσαλὴμ καὶ ποιῆσαι αὐτὴν ἀφανῆ.
15361	ΝΕΕΜΙΑΣ 4:2	ἀφανῆ	\vs{2}Καὶ συνήχθησαν πάντες ἐπιτοαυτὸ, ἐλθεῖν παρατάξασθαι ἐν Ἱερουσαλὴμ καὶ ποιῆσαι αὐτὴν ἀφανῆ.
15392	ΝΕΕΜΙΑΣ 5:10	ἐγκατελίπωμεν	\vs{10}Καὶ οἱ ἀδελφοί μου καὶ οἱ γνωστοί μου καὶ ἐγὼ ἐθήκαμεν αὐτοῖς ἀργύριον καὶ σῖτον· ἐγκατελίπωμεν δὴ τὴν ἀπαίτησιν ταύτην.
15402	ΝΕΕΜΙΑΣ 5:18	ἀναμέσον	\vs{18}Καὶ ἦν γινόμενον εἰς ἡμέραν μίαν μόσχος εἷς, καὶ πρόβατα ἓξ ἐκλεκτὰ καὶ χίμαρος ἐγίνοντό μοι· καὶ ἀναμέσον δέκα ἡμερῶν ἐν πᾶσιν οἶνος τῷ πλήθει· καὶ σὺν τούτοις ἄρτους τῆς βίας οὐκ ἐζήτησα, ὅτι βαρεῖα ἡ δουλεία ἐπὶ τὸν λαὸν τοῦτον.
15408	ΝΕΕΜΙΑΣ 6:2	ἐπιτοαυτὸ	\vs{2}Καὶ ἀπέστειλε Σαναβαλλὰτ καὶ Γησὰμ πρὸς μὲ, λέγων, δεῦρο καὶ συναχθῶμεν ἐπιτοαυτὸ ἐν ταῖς κώμαις ἐν πεδίῳ Ὠνώ· καὶ αὐτοὶ λογιζόμενοι ποιῆσαί μοι πονηρίαν.
15414	ΝΕΕΜΙΑΣ 6:7	ἐπιτοαυτό	\vs{7}Καὶ πρὸς τούτοις προφήτας ἔστησας σεαυτῷ, ἵνα καθίσῃς ἐν Ἰερουσαλὴμ εἰς βασιλέα ἐπὶ Ἰούδα· καὶ νῦν ἀπαγγελήσονται τῷ βασιλεῖ οἱ λόγοι οὗτοι· καὶ νῦν δεῦρο βουλευσώμεθα ἐπιτοαυτό.
15418	ΝΕΕΜΙΑΣ 6:10	Μεταβεὴλ	\vs{10}Κᾀγὼ εἰσῆλθον εἰς οἶκον Σεμεῒ υἱοῦ Δαλαΐα υἱοῦ Μεταβεὴλ, καὶ αὐτὸς συνεχόμενος· καὶ εἶπε, συναχθῶμεν εἰς οἶκον τοῦ Θεοῦ ἐν μέσῳ αὐτοῦ, καὶ κλείσωμεν τὰς θύρας αὐτοῦ, ὅτι ἔρχονται νυκτὸς φονεῦσαί σε.
15441	ΝΕΕΜΙΑΣ 7:7	Ῥεελμὰ	\vs{7}καὶ Ἰησοῦ, καὶ Νεεμία, Ἀζαρία, καὶ Ῥεελμὰ, Ναεμανὶ, Μαρδοχαῖος, Βαλσὰν, Μασφαρὰθ, Ἔσδρα, Βογουΐα, Ἰναοὺμ, Βαανὰ, Μασφὰρ, ἄνδρες λαοῦ Ἰσραήλ.
15441	ΝΕΕΜΙΑΣ 7:7	Βογουΐα	\vs{7}καὶ Ἰησοῦ, καὶ Νεεμία, Ἀζαρία, καὶ Ῥεελμὰ, Ναεμανὶ, Μαρδοχαῖος, Βαλσὰν, Μασφαρὰθ, Ἔσδρα, Βογουΐα, Ἰναοὺμ, Βαανὰ, Μασφὰρ, ἄνδρες λαοῦ Ἰσραήλ.
15441	ΝΕΕΜΙΑΣ 7:7	Ἰναοὺμ	\vs{7}καὶ Ἰησοῦ, καὶ Νεεμία, Ἀζαρία, καὶ Ῥεελμὰ, Ναεμανὶ, Μαρδοχαῖος, Βαλσὰν, Μασφαρὰθ, Ἔσδρα, Βογουΐα, Ἰναοὺμ, Βαανὰ, Μασφὰρ, ἄνδρες λαοῦ Ἰσραήλ.
15443	ΝΕΕΜΙΑΣ 7:8	ἑβδομηκονταδύο	\vs{8}γἱοὶ Φόρος, δισχίλιοι ἑκατὸν ἑβδομηκονταδύο.
15445	ΝΕΕΜΙΑΣ 7:9	ἑβδομηκονταδύο	\vs{9}γἱοὶ Σαφατία, τριακόσιοι ἑβδομηκονταδύο.
15447	ΝΕΕΜΙΑΣ 7:10	πεντηκονταδύο	\vs{10}γἱοὶ Ἠρὰ, ἑξακόσιοι πεντηκονταδύο.
15449	ΝΕΕΜΙΑΣ 7:11	Φαὰθ	\vs{11}γἱοὶ Φαὰθ Μωὰβ τοῖς υἱοῖς Ἰησοῦ καὶ Ἰωὰβ, δισχίλιοι ἑξακόσιοι δεκαοκτώ.
15449	ΝΕΕΜΙΑΣ 7:11	δεκαοκτώ	\vs{11}γἱοὶ Φαὰθ Μωὰβ τοῖς υἱοῖς Ἰησοῦ καὶ Ἰωὰβ, δισχίλιοι ἑξακόσιοι δεκαοκτώ.
15451	ΝΕΕΜΙΑΣ 7:12	πεντηκοντατέσσαρες	\vs{12}γἱοὶ Αἰλὰμ, χίλιοι διακόσιοι πεντηκοντατέσσαρες.
15453	ΝΕΕΜΙΑΣ 7:13	τεσσαρακονταπέντε	\vs{13}γἱοὶ Ζαθουΐα, ὀκτακόσιοι τεσσαρακονταπέντε.
15457	ΝΕΕΜΙΑΣ 7:15	τεσσαρακονταοκτώ	\vs{15}γἱοὶ Βανουῒ, ἑξακόσιοι τεσσαρακονταοκτώ.
15459	ΝΕΕΜΙΑΣ 7:16	εἰκοσιοκτώ	\vs{16}γἱοὶ Βηβὶ, ἑξακόσιοι εἰκοσιοκτώ.
15461	ΝΕΕΜΙΑΣ 7:17	εἰκοσιδύο	\vs{17}γἱοὶ Ἀσγὰδ, δισχίλιοι τριακόσιοι εἰκοσιδύο.
15463	ΝΕΕΜΙΑΣ 7:18	ἑξηκονταεπτά	\vs{18}γἱοὶ Ἀδωνικὰμ, ἑξακόσιοι ἑξηκονταεπτά.
15465	ΝΕΕΜΙΑΣ 7:19	ἑξηκονταεπτά	\vs{19}γἱοὶ Βαγοῒ, δισχίλιοι ἑξηκονταεπτά.
15467	ΝΕΕΜΙΑΣ 7:20	πεντηκονταπέντε	\vs{20}γἱοὶ Ἠδὶν, ἑξακόσιοι πεντηκονταπέντε.
15469	ΝΕΕΜΙΑΣ 7:21	ἐννενηκονταοκτώ	\vs{21}γἱοὶ Ἀτὴρ τῷ Ἐζεκίᾳ, ἐννενηκονταοκτώ.
15471	ΝΕΕΜΙΑΣ 7:22	εἰκοσιοκτώ	\vs{22}γἱοὶ Ἠσὰμ, τριακόσιοι εἰκοσιοκτώ.
15473	ΝΕΕΜΙΑΣ 7:23	εἰκοσιτέσσαρες	\vs{23}γἱοὶ Βεσεῒ, τριακόσιοι εἰκοσιτέσσαρες.
15475	ΝΕΕΜΙΑΣ 7:24	Ἀσὲν	\vs{24}γἱοὶ Ἀρὶφ, ἑκατὸν δώδεκα· υἱοὶ Ἀσὲν, διακόσιοι εἰκοσιτρεῖς.
15475	ΝΕΕΜΙΑΣ 7:24	εἰκοσιτρεῖς	\vs{24}γἱοὶ Ἀρὶφ, ἑκατὸν δώδεκα· υἱοὶ Ἀσὲν, διακόσιοι εἰκοσιτρεῖς.
15477	ΝΕΕΜΙΑΣ 7:25	ἐννενηκονταπέντε	\vs{25}γἱοὶ Γαβαὼν, ἐννενηκονταπέντε.
15479	ΝΕΕΜΙΑΣ 7:26	Βαιθαλὲμ	\vs{26}γἱοὶ Βαιθαλὲμ, ἑκατὸν εἰκοσιτρεῖς· υἱοὶ Ἀτωφὰ, πεντηκονταέξ.
15479	ΝΕΕΜΙΑΣ 7:26	εἰκοσιτρεῖς	\vs{26}γἱοὶ Βαιθαλὲμ, ἑκατὸν εἰκοσιτρεῖς· υἱοὶ Ἀτωφὰ, πεντηκονταέξ.
15479	ΝΕΕΜΙΑΣ 7:26	Ἀτωφὰ	\vs{26}γἱοὶ Βαιθαλὲμ, ἑκατὸν εἰκοσιτρεῖς· υἱοὶ Ἀτωφὰ, πεντηκονταέξ.
15479	ΝΕΕΜΙΑΣ 7:26	πεντηκονταέξ	\vs{26}γἱοὶ Βαιθαλὲμ, ἑκατὸν εἰκοσιτρεῖς· υἱοὶ Ἀτωφὰ, πεντηκονταέξ.
15481	ΝΕΕΜΙΑΣ 7:27	εἰκοσιοκτώ	\vs{27}γἱοὶ Ἀναθὼθ, ἑκατὸν εἰκοσιοκτώ.
15483	ΝΕΕΜΙΑΣ 7:28	τεσσαρακονταδύο	\vs{28}Ἄνδρες Βηθασμὼθ, τεσσαρακονταδύο.
