Line Number	Verse Reference	Word	Matched Variation	Verse Match?	Area Match?	Full Line
16022	ΕΣΘΗΡ 7:8	εἶπν	ἐπὶ	Yes	No	\vs{8}Ἐπέστρεψεν δὲ ὁ βασιλεὺς ἐκ τοῦ κήπου. Ἀμὰν δὲ ἐπιπεπτώκει ἐπὶ τὴν κλίνην, ἀξιῶν τὴν βασίλισσαν· εἶπν δὲ ὁ βασιλεὺς, ὥστε καὶ τὴν γυναῖκα βιάζῃ ἐν τῇ οἰκίᾳ μου; Ἀμὰν δὲ ἀκούσας διετράπη τῷ προσώπῳ.
16038	ΕΣΘΗΡ 8:9	εἰκοσιεπτὰ	εἴκοσι ἑπτὰ	Yes	No	\vs{9}Ἐκλήθησαν δὲ οἱ γραμματεῖς ἐν τῷ πρώτῳ μηνὶ, ὅς ἐστι Νισὰν, τρίτῃ καὶ εἰκάδι τοῦ αὐτοῦ ἔτους, καὶ ἐγράφη τοῖς Ἰουδαίοις, ὅσα ἐνετείλατο τοῖς οἰκονόμοις καὶ τοῖς ἄρχουσι τῶν σατραπῶν, ἀπὸ τῆς Ἰνδικῆς ἕως τῆς Αἰθιοπίας, ἑκατὸν εἰκοσιεπτὰ σατράπαις κατὰ χώραν καὶ χώραν, κατὰ τὴν αὐτῶν λέξιν.
16046	ΕΣΘΗΡ 8:12	εἰκοσιεπτὰ	εἴκοσι ἑπτὰ	Yes	No	\vs{12b}Βασιλεὺς μέγας Ἀρταξέρξης τοῖς ἀπὸ τῆς Ἰνδικῆς ἕως τῆς Αἰθιοπίας ἑκατὸν εἰκοσιεπτὰ σατραπείαις χωρῶν ἄρχουσι, καὶ τοῖς τὰ ἡμέτερα φρονοῦσι, χαίρειν.
16058	ΕΣΘΗΡ 8:12	διαπαντὸς	διὰ παντὸς	Yes	No	\vs{12n}τόν τε ἡμέτερον σωτῆρα καὶ διαπαντὸς εὐεργέτην Μαρδοχαῖον, καὶ τὴν ἄμεμπτον τῆς βασιλείας κοινωνὸν Ἐσθὴρ σὺν παντὶ τῷ τούτων ἔθνει, πολυπλόκοις μεθόδων παραλογισμοῖς αἰτησάμενος εἰς ἀπώλειαν.
16063	ΕΣΘΗΡ 8:12	διατάχους	διὰ τάχους	Yes	No	\vs{12r}Καλῶς οὖν ποιήσετε μὴ προσχρησάμενοι τοῖς ὑπὸ Ἀμὰν Ἀμαδαθοῦ ἀποσταλεῖσι γράμμασι, διὰ τὸ αὐτὸν τὸν ταῦτα ἐξεργασάμενον πρὸς ταῖς Σούσων πύλαις ἐσταυρῶσθαι σὺν τῇ πανοικίᾳ, τὴν καταξίαν τοῦ τὰ πάντα ἐπικρατοῦντος Θεοῦ διατάχους ἀποδόντος αὐτῷ κρίσιν.
16145	ΙΩΒ 1:5	τοπρωῒ	τὸ πρωὶ	Yes	No	\vs{5}Καὶ ὡς ἂν συνετελέσθησαν αἱ ἡμέραι τοῦ πότου, ἀπέστελλεν Ἰὼβ καὶ ἐκαθάριζεν αὐτοὺς ἀνιστάμενος τοπρωῒ, καὶ προσέφερε περὶ αὐτῶν θυσίας, κατὰ τὸν ἀριθμὸν αὐτῶν, καὶ μόσχον ἕνα περὶ ἁμαρτίας περὶ τῶν ψυχῶν αὐτῶν· ἔλεγε γὰρ Ἰὼβ, μή ποτε οἱ υἱοί μου ἐν τῇ διανοίᾳ αὐτῶν κακὰ ἐνενόησαν πρὸς Θεόν· οὕτως οὖν ἐποίει Ἰὼβ πάσας τὰς ἡμέρας.
16170	ΙΩΒ 2:3	διακενῆς	διὰ κενῆς	Yes	No	\vs{3}Εἶπε δὲ ὁ Κύριος πρὸς τὸν διάβολον, προσέσχες οὖν τῷ θεράποντί μου Ἰὼβ, ὅτι οὐκ ἔστι κατʼ αὐτὸν τῶν ἐπὶ τῆς γῆς; ἄνθρωπος ἄκακος, ἀληθινὸς, ἄμεμπτος, θεοσεβὴς, ἀπεχόμενος ἀπὸ παντὸς κακοῦ, ἔτι δὲ ἔχεται ἀκακίας· σὺ δὲ εἶπας ὑπάρχοντα αὐτοῦ διακενῆς ἀπολέσαι.
16188	ΙΩΒ 2:11	Σαυχέων	σαυχαίων	Yes	No	\vs{11}Ἀκούσαντες δὲ οἱ τρεῖς φίλοι αὐτοῦ τὰ κακὰ πάντα τὰ ἐπελθόντα αὐτῷ, παρεγένοντο ἕκαστος ἐκ τῆς ἰδίας χώρας πρὸς αὐτόν· Ἐλιφὰζ ὁ Θαιμανῶν βασιλεὺς, Βαλδὰδ ὁ Σαυχέων τύραννος, Σωφὰρ Μιναίων βασιλεύς· καὶ παρεγένοντο πρὸς αὐτὸν ὁμοθυμαδὸν, τοῦ παρακαλέσαι καὶ ἐπισκέψασθαι αὐτόν.
16208	ΙΩΒ 3:14	ἐγαυριῶντο	ἠγαυριῶντο	Yes	No	\vs{14}Νῦν ἂν κοιμηθεὶς ἡσύχασα, ὑπνώσας δὲ ἀνεπαυσάμην μετὰ βασιλέων βουλευτῶν γῆς οἳ ἐγαυριῶντο ἐπὶ ξίφεσιν,
16288	ΙΩΒ 6:5	διακενῆς	διὰ κενῆς	Yes	No	\vs{5}Τί γάρ; μὴ διακενῆς κεκράξεται ὄνος ἄγριος, ἀλλʼ ἢ τὰ σῖτα ζητῶν; εἰ δὲ καὶ ῥήξει φωνὴν βοῦς ἐπὶ φάτνης ἔχων τὰ βρώματα;
16316	ΙΩΒ 6:30	μουἄδικον	μου ἄδικον	Yes	No	\vs{30}Οὐ γάρ ἐστιν ἐν γλώσσῃ μουἄδικον, ἢ ὁ λάρυγξ μου οὐχὶ σύνεσιν μελετᾷ.
16345	ΙΩΒ 8:2	πολυῤῥῆμον	πολυρῆμον	Yes	No	\vs{2}Μέχρι τίνος λαλήσεις ταῦτα, πνεῦμα πολυῤῥῆμον τοῦ στόματός σου;
16391	ΙΩΒ 9:17	διακενῆς	διὰ κενῆς	Yes	No	\vs{17}Μὴ γνόφῳ με ἐκτρίψῃ· πολλὰ δέ μου τὰ συντρίμματα πεποίηκε διακενῆς.
16409	ΙΩΒ 9:33	ἀναμέσον	ἀνὰ μέσον	Yes	No	\vs{33}Εἴθε ἦν ὁ μεσίτης ἡμῶν, καὶ ἐλέγχων, καὶ διακούων ἀναμέσον ἀμφοτέρων.
16553	ΙΩΒ 14:17	βαλαντίῳ	βαλλαντίῳ	Yes	No	\vs{17}Ἐσφράγισας δέ μου τὰς ἀνομίας ἐν βαλαντίῳ, ἐπεσημῄνω δὲ εἴτι ἄκων παρέβην.
16553	ΙΩΒ 14:17	εἴτι	εἴ τι	Yes	No	\vs{17}Ἐσφράγισας δέ μου τὰς ἀνομίας ἐν βαλαντίῳ, ἐπεσημῄνω δὲ εἴτι ἄκων παρέβην.
16639	ΙΩΒ 17:6	θρύλλημα	θρύλημα	Yes	No	\vs{6}Ἔθου δέ με θρύλλημα ἐν ἔθνεσι, γέλως δὲ αὐτοῖς ἀπέβην.
16664	ΙΩΒ 18:10	σύλληψις	σύλλημψις	Yes	No	\vs{10}Κέκρυπται ἐν τῇ γῇ σχοινίον αὐτοῦ, καὶ ἡ σύλληψις αὐτοῦ ἐπὶ τρίβον.
16707	ΙΩΒ 19:25	ἀένναός	ἀέναός	Yes	No	\vs{25}Οἶδα γὰρ ὅτι ἀένναός ἐστιν ὁ ἐκλύειν με μέλλων,
16772	ΙΩΒ 21:19	Ἐκλείποι	ἐκλίποι	Yes	No	\vs{19}Ἐκλείποι υἱοὺς τὰ ὑπάρχοντα αὐτοῦ, ἀνταποδώσει πρὸς αὐτὸν καὶ γνώσεται.
16799	ΙΩΒ 22:6	διακενῆς	διὰ κενῆς	Yes	No	\vs{6}Ἠνεχύραζες δὲ τοὺς ἀδελφούς σου διακενῆς, ἀμφίασιν δὲ γυμνῶν ἀφείλου.
16810	ΙΩΒ 22:16	συνελήφθησαν	συνελήμφθησαν	Yes	No	\vs{16}οἳ συνελήφθησαν ἄωροι; ποταμὸς ἐπιῤῥέων οἱ θεμέλιοι αὐτῶν,
16866	ΙΩΒ 24:12	ἐξεβάλοντο	ἐξεβάλλοντο	Yes	No	\vs{12}Οἳ ἐκ πόλεως καὶ οἴκων ἰδίων ἐξεβάλοντο, ψυχὴ δὲ νηπίων ἐστέναξε μέγα.
16870	ΙΩΒ 24:15	προνοήσει	προσνοήσει	Yes	No	\vs{15}Καὶ ὀφθαλμὸς μοιχοῦ ἐφύλαξε σκότος, λέγων, οὐ προνοήσει με ὀφθαλμὸς, καὶ ἀποκρυβὴν προσώπου ἔθετο.
17007	ΙΩΒ 30:4	ἐμασσῶντο	ἐμασῶντο	Yes	No	\vs{4}Οἱ περικυκλοῦντες ἄλιμα ἐπὶ ἠχοῦντι, οἵτινες ἄλιμα ἦν αὐτῶν τὰ σῖτα, ἄτιμοι δὲ καὶ πεφαυλισμένοι, ἐνδεεῖς παντὸς ἀγαθοῦ, οἳ καὶ ῥὶζας ξύλων ἐμασσῶντο ὑπὸ λιμοῦ μεγάλου.
17011	ΙΩΒ 30:7	Ἀναμέσον	ἀνὰ μέσον	Yes	No	\vs{7}Ἀναμέσον εὐήχων βοήσονται οἳ ὑπὸ φρύγανα ἄγρια διῃτῶντο.
17013	ΙΩΒ 30:9	θρύλλημα	θρύλημα	Yes	No	\vs{9}Νυνὶ δὲ κιθάρα ἐγώ εἰμι αὐτῶν, καὶ ἐμὲ θρύλλημα ἔχουσιν.
17081	ΙΩΒ 31:37	χρεωφειλέτου	χρεοφειλέτου	Yes	No	\vs{37}καὶ εἰ μὴ ῥῆξας αὐτὴν ἀπέδωκα, οὐθὲν λαβὼν παρὰ χρεωφειλέτου·
17160	ΙΩΒ 34:4	ἀναμέσον	ἀνὰ μέσον	Yes	No	\vs{4}Κρίσιν ἑλώμεθα ἑαυτοῖς, γνῶμεν ἀναμέσον ἑαυτῶν, ὅ, τι καλόν.
17195	ΙΩΒ 34:32	εἰργασάμην	ἠργασάμην	Yes	No	\vs{32}Ἄνευ ἐμαυτοῦ ὄψομαι· σὺ δεῖξόν μοι, εἰ ἀδικίαν εἰργασάμην, οὐ μὴ προσθήσω.
17360	ΙΩΒ 39:13	νεέλασσα	νεελασα	Yes	No	\vs{13}Πτέρυξ τερπομένων νεέλασσα, ἐὰν συλλάβῃ ἁσίδα καὶ νέσσα·
17411	ΙΩΒ 40:26	ψελλίῳ	ψελίῳ	Yes	No	\vs{26}Ἤ δήσεις κρίκον ἐν τῷ μυκτῆρι αὐτοῦ, ψελλίῳ δὲ τρυπήσεις τὸ χεῖλος αὐτοῦ;
17452	ΙΩΒ 42:3	ἐπιστάμην	ἠπιστάμην	Yes	No	\vs{3}Τίς γάρ ἐστιν ὁ κρύπτων σε βουλήν; φειδόμενος δὲ ῥημάτων, καὶ σὲ οἴεται κρύπτειν; τίς δὲ ἀναγγελεῖ μοι ἃ οὐκ ᾔδειν, μεγάλα καὶ θαυμαστὰ ἃ οὐκ ἐπιστάμην;
17537	ΨΑΛΜΟΙ 5:4	τοπρωῒ	τὸ πρωὶ	Yes	No	\vs{4}τοπρωῒ εἰσακούσῃ τῆς φωνῆς μου· τοπρωῒ παραστήσομαί σοι, καὶ ἐπόψομαι.
17537	ΨΑΛΜΟΙ 5:4	τοπρωῒ	τὸ πρωὶ	Yes	No	\vs{4}τοπρωῒ εἰσακούσῃ τῆς φωνῆς μου· τοπρωῒ παραστήσομαί σοι, καὶ ἐπόψομαι.
17621	ΨΑΛΜΟΙ 9:16	συνελήφθη	συνελήμφθη	Yes	No	\vs{16}Ἐνεπάγησαν ἔθνη ἐν διαφθορᾷ ᾗ ἐποίησαν· ἐν παγίδι ταύτῃ ᾗ ἔκρυψαν συνελήφθη ὁ ποὺς αὐτῶν.
17622	ΨΑΛΜΟΙ 9:17	συνελήφθη	συνελήμφθη	Yes	No	\vs{17}Γινώσκεται Κύριος κρίματα ποιῶν, ἐν τοῖς ἔργοις τῶν χειρῶν αὐτοῦ συνελήφθη ὁ ἁμαρτωλός· ᾠδὴ διαψάλματος.
17664	ΨΑΛΜΟΙ 11:4	μεγαλοῤῥήμονα	μεγαλορήμονα	Yes	No	\vs{4}Ἐξολοθρεύσαι Κύριος πάντα τὰ χείλη τὰ δόλια, καὶ γλῶσσαν μεγαλοῤῥήμονα·
17712	ΨΑΛΜΟΙ 15:8	διαπαντὸς	διὰ παντός	Yes	No	\vs{8}Προωρώμην τὸν Κύριον ἐνώπιόν μου διαπαντὸς, ὅτι ἐκ δεξιῶν μου ἐστὶν ἵνα μὴ σαλευθῶ.
17730	ΨΑΛΜΟΙ 16:11	Ἐκβαλόντες	ἐκβάλλοντές	Yes	No	\vs{11}Ἐκβαλόντες με νυνὶ περιεκύκλωσάν με, τοὺς ὀφθαλμοὺς αὐτὼν ἔθεντο ἐκκλῖναι ἐν τῇ γῇ.
17780	ΨΑΛΜΟΙ 17:38	ἐκλείπωσιν	ἐκλίπωσιν	Yes	No	\vs{38}Καταδιώξω τοὺς ἐχθρούς μου, καὶ καταλήψομαι αὐτοὺς, καὶ οὐκ ἀποστραφήσομαι, ἕως ἂν ἐκλείπωσιν.
17783	ΨΑΛΜΟΙ 17:41	ἐξωλόθρευσας	ἐξωλέθρευσας	Yes	No	\vs{41}Καὶ τοὺς ἐχθρούς μου ἔδωκάς μοι νῶτον, καὶ τοὺς μισοῦντάς με ἐξωλόθρευσας.
17813	ΨΑΛΜΟΙ 18:15	διαπαντός	διὰ παντός	Yes	No	\vs{15}Καὶ ἔσονται εἰς εὐδοκίαν τὸ λόγια τοῦ στόματός μου, καὶ ἡ μελέτη τῆς καρδίας μου ἐνώπιόν σου διαπαντός· Κύριε βοηθέ μου, καὶ λυτρωτά μου.
17912	ΨΑΛΜΟΙ 24:3	διακενῆς	διὰ κενῆς	Yes	No	\vs{3}καὶ γὰρ πάντες οἱ ὑπομένοντές σε οὐ μὴ καταισχυνθῶσιν· αἰσχυνθήτωσαν οἱ ἀνομοῦντες διακενῆς.
17926	ΨΑΛΜΟΙ 24:15	διαπαντὸς	διὰ παντὸς	Yes	No	\vs{15}Οἱ ὀφθαλμοί μου διαπαντὸς πρὸς τὸν Κύριον, ὅτι αὐτὸς ἐκσπάσει ἐκ παγίδος τοὺς πόδας μου.
18006	ΨΑΛΜΟΙ 29:6	τοεσπέρας	τὸ ἑσπέρας	Yes	No	\vs{6}Ὅτι ὀργὴ ἐν τῷ θυμῷ αὐτοῦ, καὶ ζωὴ ἐν τῷ θελήματι αὐτοῦ· τοεσπέρας αὐλισθήσεται κλαυθμὸς, καὶ εἰς τοπρωῒ ἀγαλλίασις.
18006	ΨΑΛΜΟΙ 29:6	τοπρωῒ	τὸ πρωὶ	Yes	No	\vs{6}Ὅτι ὀργὴ ἐν τῷ θυμῷ αὐτοῦ, καὶ ζωὴ ἐν τῷ θελήματι αὐτοῦ· τοεσπέρας αὐλισθήσεται κλαυθμὸς, καὶ εἰς τοπρωῒ ἀγαλλίασις.
18023	ΨΑΛΜΟΙ 30:7	διακενῆς	διὰ κενῆς	Yes	No	\vs{7}Ἐμίσησας τοὺς διαφυλάσσοντας ματαιότητας διακενῆς· ἐγὼ δὲ ἐπὶ τῷ Κυρίῳ ἤλπισα.
18092	ΨΑΛΜΟΙ 33:2	διαπαντὸς	διὰ παντὸς	Yes	No	\vs{2}Εὐλογήσω τὸν Κύριον ἐν παντὶ καιρῷ, διαπαντὸς ἡ αἴνεσις αὐτοῦ ἐν τῷ στόματί μου.
18150	ΨΑΛΜΟΙ 34:27	διαπαντὸς	διὰ παντός	Yes	No	\vs{27}Ἀγαλλιάσαιντο καὶ εὐφρανθείησαν οἱ θέλοντες τὴν δικαιοσύνην μου, καὶ εἰπάτωσαν διαπαντὸς, μεγαλυνθείη ὁ Κύριος, οἱ θέλοντες τὴν εἰρήνην τοῦ δούλου αὐτοῦ.
18201	ΨΑΛΜΟΙ 36:24	καταῤῥαχθήσεται	καταραχθήσεται	Yes	No	\vs{24}Ὅταν πέσῃ οὐ καταῤῥαχθήσεται, ὅτι Κύριος ἀντιστηρίζει χεῖρα αὐτοῦ.
18213	ΨΑΛΜΟΙ 36:34	ἐξολοθρεύεσθαι	ἐξολεθρεύεσθαι	Yes	No	\vs{34}Ὑπόμεινον τὸν Κύριον, καὶ φύλαξον τὴν ὁδὸν αὐτοῦ, καὶ ὑψώσει σε τοῦ κατακληρονομῆσαι τὴν γῆν· ἐν τῷ ἐξολοθρεύεσθαι ἁμαρτωλοὺς, ὄψει.
18243	ΨΑΛΜΟΙ 37:18	διαπαντός	διὰ παντός	Yes	No	\vs{18}Ὅτι ἐγὼ εἰς μάστιγας ἕτοιμος, καὶ ἡ ἀλγηδών μου ἐνώπιόν μου διαπαντός.
18283	ΨΑΛΜΟΙ 39:12	διαπαντὸς	διὰ παντὸς	Yes	No	\vs{12}Σὺ δέ Κύριε μὴ μακρύνῃς τοὺς οἰκτιρμούς σου ἀπʼ ἐμοῦ, τὸ ἔλεός σου καὶ ἡ ἀλήθειά σου διαπαντὸς ἀντελάβοντό μου.
18288	ΨΑΛΜΟΙ 39:17	διαπαντὸς	διὰ παντός	Yes	No	\vs{17}Ἀγαλλιάσαιντο καὶ εὐφρανθείησαν ἐπὶ σοὶ πάντες οἱ ζητοῦντές σε Κύριε· καὶ εἰπάτωσαν διαπαντὸς, μεγαλυνθήτω ὁ Κύριος, οἱ ἀγαπῶντες τὸ σωτήριόν σου.
18423	ΨΑΛΜΟΙ 47:3	Εὐρίζων	εὖ ῥιζῶν	Yes	No	\vs{3}Εὐρίζων, ἀγαλλιάματι πάσης τῆς γῆς, ὄρη Σιὼν τὰ πλευρὰ τοῦ βοῤῥᾶ, ἡ πόλις τοῦ βασιλέως τοῦ μεγάλου.
18457	ΨΑΛΜΟΙ 48:15	τοπρωῒ	τὸ πρωί	Yes	No	\vs{15}Ὡς πρόβατα ἐν ᾅδῃ ἔθεντο, θάνατος ποιμανεῖ αὐτούς· καὶ κατακυριεύσουσιν αὐτῶν οἱ εὐθεῖς τοπρωῒ, καὶ ἡ βοήθεια αὐτῶν παλαιωθήσεται ἐν τῷ ᾅδῃ ἐκ τῆς δόξης αὐτῶν.
18476	ΨΑΛΜΟΙ 49:8	διαπαντός	διὰ παντός	Yes	No	\vs{8}Οὐκ ἐπὶ ταῖς θυσίαις σου ἐλέγξω σε, τὰ δὲ ὁλοκαυτώματά σου ἐνώπιόν μου ἐστὶ διαπαντός.
18500	ΨΑΛΜΟΙ 50:4	Ἐπιπλεῖον	ἐπὶ πλεῖον	Yes	No	\vs{4}Ἐπιπλεῖον πλῦνόν με ἀπὸ τῆς ἀνομίας μου, καὶ ἀπὸ τῆς ἁμαρτίας μου καθάρισόν με.
18502	ΨΑΛΜΟΙ 50:5	διαπαντός	διὰ παντός	Yes	No	\vs{5}Ὅτι τὴν ἀνομίαν μου ἐγὼ γινώσκω, καὶ ἡ ἁμαρτία μου ἐνώπιόν μου ἐστὶ διαπαντός·
18504	ΨΑΛΜΟΙ 50:7	συνελήφθην	συνελήμφθην	Yes	No	\vs{7}Ἰδοὺ γὰρ ἐν ἀνομίαις συνελήφθην, καὶ ἐν ἁμαρτίαις ἐκίσσησέ με ἡ μήτηρ μου.
18658	ΨΑΛΜΟΙ 58:13	συλληφθήτωσαν	συλλημφθήτωσαν	Yes	No	\vs{13}Ἁμαρτίαν στόματος αὐτῶν, λόγον χειλέων αὐτῶν, καὶ συλληφθήτωσαν ἐν τῇ ὑπερηφανίᾳ αὐτῶν· καὶ ἐξ ἀρᾶς καὶ ψεύδους διαγγελήσονται
18663	ΨΑΛΜΟΙ 58:17	τοπρωῒ	τὸ πρωὶ	Yes	No	\vs{17}Ἐγὼ δὲ ᾄσομαι τῇ δυνάμει σου, καὶ ἀγαλλιάσομαι τοπρωῒ τὸ ἔλεός σου, ὅτι ἐγενήθης ἀντιλήπτωρ μου καὶ καταφυγή μου ἐν ἡμέρᾳ θλίψεώς μου.
18687	ΨΑΛΜΟΙ 60:3	ὁδήγησάς	ὡδήγησάς	Yes	No	\vs{3}Ἀπὸ τῶν περάτων τῆς γῆς πρὸς σὲ ἐκέκραξα, ἐν τῷ ἀκηδιάσαι τὴν καρδίαν μου, ἐν πέτρᾳ ὕψωσάς με, ὁδήγησάς με,
18812	ΨΑΛΜΟΙ 67:14	ἀναμέσον	ἀνὰ μέσον	Yes	No	\vs{14}Ἐὰν κοιμηθῆτε ἀναμέσον τῶν κλήρων, πτέρυγες περιστερᾶς περιηργυρωμέναι, καὶ τὰ μετάφρενα αὐτῆς ἐν χλωρότητι χρυσίου.
18868	ΨΑΛΜΟΙ 68:24	διαπαντὸς	διὰ παντὸς	Yes	No	\vs{24}Σκοτισθήτωσαν οἱ ὀφθαλμοὶ αὐτῶν τοῦ μὴ βλέπειν, καὶ τὸν νῶτον αὐτῶν διαπαντὸς σύγκαμψον.
18889	ΨΑΛΜΟΙ 69:5	διαπαντὸς	διὰ παντός	Yes	No	\vs{5}Ἀγαλλιάσθωσαν καὶ εὐφρανθήτωσαν ἐπὶ σοὶ πάντες οἱ ζητοῦντές σε, καὶ λεγέτωσαν διαπαντὸς, μεγαλυνθήτω ὁ Θεὸς, οἱ ἀγαπῶντες τὸ σωτήριόν σου.
18899	ΨΑΛΜΟΙ 70:6	διαπαντός	διὰ παντός	Yes	No	\vs{6}Ἐπὶ σὲ ἐπεστηρίχθην ἀπὸ γαστρὸς, ἐκ κοιλίας μητρός μου σύ μου εἶ σκεπαστής. ἐν σοὶ ἡ ὕμνησίς μου διαπαντός.
18909	ΨΑΛΜΟΙ 70:14	διαπαντὸς	διὰ παντὸς	Yes	No	\vs{14}Ἐγὼ δὲ διαπαντὸς ἐλπιῶ, καὶ προσθήσω ἐπὶ πᾶσαν τὴν αἴνεσίν σου.
18939	ΨΑΛΜΟΙ 71:15	διαπαντός	διὰ παντός	Yes	No	\vs{15}Καὶ ζήσεται, καὶ δοθήσεται αὐτῷ ἐκ τοῦ χρυσίου τῆς Ἀραβίας, καὶ προσεύξονται περὶ αὐτοῦ διαπαντός· ὅλην τὴν ἡμέραν εὐλογήσουσιν αὐτόν.
18977	ΨΑΛΜΟΙ 72:23	διαπαντὸς	διὰ παντὸς	Yes	No	\vs{23}κᾀγὼ διαπαντὸς μετὰ σου· ἐκράτησας τῆς χειρὸς τῆς δεξιᾶς μου,
18982	ΨΑΛΜΟΙ 72:27	ἐξωλόθρευσας	ἐξωλέθρευσας	Yes	No	\vs{27}Ὅτι ἰδοὺ οἱ μακρύνοντες ἑαυτοὺς ἀπὸ σοῦ, ἀπολοῦνται· ἐξωλόθρευσας πάντα τὸν πορνεύοντα ἀπὸ σοῦ.
18987	ΨΑΛΜΟΙ 73:1	ἀπόσω	ἀπώσω	Yes	No	Ἱνατί ἀπόσω ὁ Θεὸς εἰς τέλος; ὠργίσθη ὁ θυμός σου ἐπὶ πρόβατα νομῆς σου;
19012	ΨΑΛΜΟΙ 73:23	διαπαντὸς	διὰ παντὸς	Yes	No	\vs{23}Μὴ ἐπιλάθῃ τῆς φωνῆς τῶν ἱκετῶν σου, ἡ ὑπερηφανία τῶν μισούντων σε ἀναβαίη διαπαντὸς πρὸς σέ.
19247	ΨΑΛΜΟΙ 82:5	ἐξολοθρεύσωμεν	ἐξολεθρεύσωμεν	Yes	No	\vs{5}Εἶπαν, δεῦτε καὶ ἐξολοθρεύσωμεν αὐτοὺς ἐξ ἔθνους, καὶ οὐ μὴ μνησθῇ τὸ ὄνομα Ἰσραὴλ ἔτι.
19254	ΨΑΛΜΟΙ 82:11	Ἐξωλοθρεύθησαν	ἐξωλεθρεύθησαν	Yes	No	\vs{11}Ἐξωλοθρεύθησαν ἐν Ἀενδὼρ, ἐγενήθησαν ὡσεὶ κόπρος τῇ γῇ.
19271	ΨΑΛΜΟΙ 83:6	ἀντίληψις	ἀντίλημψις	Yes	No	\vs{6}Μακάριος ἀνὴρ οὗ ἐστιν ἡ ἀντίληψις αὐτοῦ παρὰ σοῦ, Κύριε· ἀναβάσεις ἐν τῇ καρδίᾳ αὐτοῦ διέθετο,
19348	ΨΑΛΜΟΙ 87:14	τοπρωῒ	τὸ πρωὶ	Yes	No	\vs{14}Κᾀγὼ πρὸς σὲ Κύριε ἐκέκραξα, καὶ τοπρωῒ ἡ προσευχή μου προφθάσει σε.
19377	ΨΑΛΜΟΙ 88:19	ἀντίληψις	ἀντίλημψις	Yes	No	\vs{19}ὅτι τοῦ Κυρίου ἡ ἀντίληψις, καὶ τοῦ ἁγίου Ἰσραὴλ βασιλέως ἡμῶν.
19423	ΨΑΛΜΟΙ 89:5	τοπρωῒ	τὸ πρωὶ	Yes	No	\vs{5}Τὰ ἐξουδενώματα αὐτῶν ἔτη ἔσονται, τοπρωῒ ὡσεὶ χλόη παρέλθοι·
19424	ΨΑΛΜΟΙ 89:6	Τοπρωῒ	τὸ πρωὶ	Yes	No	\vs{6}Τοπρωῒ ἀνθήσαι καὶ παρέλθοι, τὸ ἑσπέρας ἀποπέσοι, σκληρυνθείη καὶ ξηρανθείη.
19433	ΨΑΛΜΟΙ 89:14	τοπρωῒ	τὸ πρωὶ	Yes	No	\vs{14}Ἐνεπλήσθημεν τοπρωῒ τοῦ ἐλέους σου, καὶ ἠγαλλιασάμεθα καὶ εὐφράνθημεν· ἐν πάσαις ταῖς ἡμέραις ἡμῶν
19462	ΨΑΛΜΟΙ 91:3	τοπρωῒ	τὸ πρωὶ	Yes	No	\vs{3}τοῦ ἀναγγέλλειν τοπρωῒ τὸ ἔλεός σου, καὶ τὴν ἀλήθειάν σου κατὰ νύκτα,
19510	ΨΑΛΜΟΙ 93:17	παραβραχὺ	παρὰ βραχὺ	Yes	No	\vs{17}Εἰ μὴ ὅτι Κύριος ἐβοήθησέ μοι, παραβραχὺ παρῴκησε τῷ ᾅδῃ ἡ ψυχή μου.
19610	ΨΑΛΜΟΙ 100:3	μοικαρδία	μοι καρδία	Yes	No	\vs{3}Οὐ προεθέμην πρὸ ὀφθαλμῶν μου πρᾶγμα παράνομον, ποιοῦντας παραβάσεις ἐμίσησα· οὐκ ἐκολλήθη μοικαρδία σκαμβὴ,
19666	ΨΑΛΜΟΙ 102:12	Καθόσον	καθ ὅσον	Yes	No	\vs{12}Καθόσον ἀπέχουσιν ἀνατολαὶ ἀπὸ δυσμῶν, ἐμάκρυνεν ἀφʼ ἡμῶν τὰς ἀνομίας ἡμῶν.
19693	ΨΑΛΜΟΙ 103:10	ἀναμέσον	ἀνὰ μέσον	Yes	No	\vs{10}Ὁ ἐξαποστέλλων πηγὰς ἐν φάραγξιν, ἀναμέσον τῶν ὀρέων διελεύσονται ὕδατα.
19722	ΨΑΛΜΟΙ 103:35	Ἐκλείποισαν	ἐκλίποισαν	Yes	No	\vs{35}Ἐκλείποισαν ἁμαρτωλοὶ ἀπὸ τῆς γῆς, καὶ ἄνομοι, ὥστε μὴ ὑπάρχειν αὐτούς· εὐλόγει, ἡ ψυχή μου τὸν Κύριον.
19729	ΨΑΛΜΟΙ 104:4	διαπαντός	διὰ παντός	Yes	No	\vs{4}Ζητήσατε τὸν Κύριον καὶ κραταιώθητε· ζητήσατε τὸ πρόσωπον αὐτοῦ διαπαντός.
19820	ΨΑΛΜΟΙ 105:34	ἐξωλόθρευσαν	ἐξωλέθρευσαν	Yes	No	\vs{34}Οὐκ ἐξωλόθρευσαν τὰ ἔθνη ἃ εἶπε Κύριος αὐτοῖς.
19884	ΨΑΛΜΟΙ 106:37	γεννήματος	γενήματος	Yes	No	\vs{37}Καὶ ἔσπειραν ἀγροὺς, καὶ ἐφύτευσαν ἀμπελῶνας, καὶ ἐποίησαν καρπὸν γεννήματος.
